,OXA-RS,CIP-RS,LEV-RS,MXF-RS,GEN-RS,TET-RS,ERY-RS,SMZ-RS,CLI-RS,FOS-RS,VAN-RS,LNZ-RS,TEC-RS,DAP-RS,RIF-RS
group_2815,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_2808,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_2754,0.95394279353072,0.9995858986843404,0.9974687440074944,0.8611462057525796,0.04297287984874592,0.8396675529887455,0.993800883122079,0.9996876980416107,0.007579301056715965,0.0060805410430563225,1.0,1.0,0.9806866561573377,1.0,5.039719977379411e-16
group_2730,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_2693,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_2644,0.95394279353072,0.1466723622590843,0.07736071875814444,0.14023100455223328,0.9999559628698209,0.5442553513781463,0.9008989214783708,0.9971140154759768,0.2905328511098278,0.14517978900369913,1.0,1.0,2.06049603951175e-08,1.0,0.996170195761983
group_2594,0.95394279353072,0.9993648791400089,0.9974687440074944,0.8611462057525796,2.1721215466953738e-06,0.9999988035428655,0.9623267202988884,0.9054028357794849,0.02348604778134064,0.9995482791897534,1.0,1.0,0.9556786775898514,1.0,0.996170195761983
group_2588,0.5043600929764394,0.6762779964804184,0.4768132621897211,0.0323597070833011,0.4985488914698547,0.8396675529887455,0.9167011233603117,0.36223459429315186,0.7430960779085733,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2561,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_2486,0.5043600929764394,0.6762779964804184,0.4768132621897211,0.0323597070833011,0.4985488914698547,0.8396675529887455,0.9994058344540547,0.36223459429315186,0.7430960779085733,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2475,0.95394279353072,0.6762779964804184,0.4768132621897211,0.349386132536937,0.9848503169171191,0.9979774045198312,0.6360307113866492,0.9996876980416107,0.6871897245281909,0.9276936964600702,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
group_2454,0.95394279353072,0.9993648791400089,0.9309733927645335,0.5759001738614375,0.19092780177297047,0.8396675529887455,0.9994058344540547,0.9996876980416107,0.007579301056715965,0.0060805410430563225,1.0,1.0,0.9806866561573377,1.0,5.039719977379411e-16
group_2450,0.95394279353072,0.9995858986843404,0.9974687440074944,0.8611462057525796,0.04297287984874592,0.8396675529887455,0.993800883122079,0.9996876980416107,0.007579301056715965,0.0060805410430563225,1.0,1.0,0.9806866561573377,1.0,5.039719977379411e-16
group_2425,0.9927876789946095,0.4104982550005462,0.5867436701807778,0.37319548691539295,0.9999559628698209,0.9922810951154575,0.9518993308711003,0.6146663136888317,0.9678593479768995,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2408,0.95394279353072,0.9995858986843404,0.9988112006683716,0.8021422848817724,0.9999559628698209,0.8396675529887455,0.7978952529552823,0.6146663136888317,0.9992898705695642,0.7275668878791266,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
vanW,0.9927876789946095,0.4104982550005462,0.5867436701807778,0.37319548691539295,0.9999559628698209,0.9922810951154575,0.9518993308711003,0.6146663136888317,0.9678593479768995,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2405,0.04189718072535752,0.9995858986843404,0.15463110263676147,0.9740698099082625,0.8384882995737115,0.9922810951154575,0.9008989214783708,0.9996876980416107,0.9986684733586314,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2394,0.9927876789946095,0.26833028839588197,0.5867436701807778,0.38226997653242745,0.9999413162952563,0.9999988035428655,0.8659259606268459,0.9996876980416107,0.7430960779085733,0.7275668878791266,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
group_2382,0.95394279353072,0.9944945163081822,0.9834922818843188,0.9501521752549416,0.9999559628698209,0.9979774045198312,0.9623267202988884,0.9054028357794849,0.9678593479768995,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2316,0.9927876789946095,0.9417495626516278,0.6074800196224261,0.9234976079612663,0.8384882995737115,0.9922810951154575,0.9909581243472378,0.9054028357794849,0.9678593479768995,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2305,0.9927876789946095,0.9993648791400089,0.0010015528153524231,0.39619572262220315,0.9999413162952563,0.9999988035428655,0.7020639101121808,0.12079531281449625,0.9992898705695642,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.9983144336927724
group_2301,0.9927876789946095,0.9993648791400089,0.0010015528153524231,0.39619572262220315,0.9999413162952563,0.9999988035428655,0.7020639101121808,0.12079531281449625,0.9992898705695642,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.9983144336927724
group_2288,0.95394279353072,0.7399121084753375,0.8711936610067698,0.7386931439658959,0.4985488914698547,0.17049870803894032,0.9994058344540547,0.6146663136888317,0.6871897245281909,0.9276936964600702,1.0,1.0,0.9556786775898514,1.0,0.996170195761983
group_2174,0.95394279353072,0.4104982550005462,0.26584930634274373,0.37319548691539295,0.846413790665754,0.17049870803894032,0.9331611152183962,0.9054028357794849,0.019108969974189788,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2154,0.95394279353072,0.9995858986843404,0.9988112006683716,0.9879610718863107,0.9999413162952563,0.9922810951154575,0.5939967237758894,0.9971140154759768,0.9678593479768995,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_2140,0.9927876789946095,6.722691472740723e-06,0.8711936610067698,0.6044448008038925,0.8384882995737115,0.17049870803894032,0.9994058344540547,0.279552758302006,0.6871897245281909,0.9276936964600702,1.0,1.0,0.4820818759238701,1.0,4.435960201237634e-06
group_2134,0.9927876789946095,0.1466723622590843,0.07736071875814444,0.14023100455223328,0.9999413162952563,0.9922810951154575,0.9994058344540547,0.12079531281449625,0.9678593479768995,0.9995482791897534,1.0,1.0,0.9556786775898514,1.0,0.996170195761983
ccrA~~~ccrA_1~~~ccrA_2,0.95394279353072,0.7446844920375363,0.8711936610067698,0.7386931439658959,0.9863670138704062,0.5442553513781463,0.7020639101121808,0.279552758302006,0.9986684733586314,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_1903,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1889,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
dpnM,0.95394279353072,0.6762779964804184,0.4768132621897211,0.00020251730724136512,0.8384882995737115,0.9999988035428655,0.993800883122079,0.6146663136888317,0.6871897245281909,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_1808,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1769,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1720,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1703,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1686,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1665,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1657,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1641,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1628,0.9927876789946095,0.4104982550005462,0.5867436701807778,0.37319548691539295,0.846413790665754,0.02629059801483932,0.9331611152183962,0.9054028357794849,0.019108969974189788,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_1611,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1609,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1557,0.95394279353072,0.11154923612117248,0.07152704542138014,0.00014493541773288228,0.005828768413361862,0.8396675529887455,0.9998920882463861,0.026203030245774358,0.06494324573060392,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1538,0.9927876789946095,0.7399121084753375,0.5867436701807778,0.6513183488898391,0.9999559628698209,0.9979774045198312,0.8526019909235606,0.6146663136888317,0.8329924695364122,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
odcI,0.95394279353072,0.9417495626516278,0.8711936610067698,0.9234976079612663,5.460867673013369e-06,0.9922810951154575,0.8659259606268459,0.279552758302006,0.9678593479768995,0.9995482791897534,1.0,1.0,0.9806866561573377,1.0,0.9983144336927724
group_1435,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1434,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
fmhA_2,0.95394279353072,0.998648430714783,0.7967391888914118,0.7572516202036396,0.9863670138704062,0.9979774045198312,0.9167011233603117,0.9498182816363178,0.9514178315191433,0.0060805410430563225,1.0,1.0,0.9806866561573377,1.0,0.9983144336927724
group_1416,0.95394279353072,0.6762779964804184,0.1878792423731925,0.0034847375692475375,0.04297287984874592,0.9062902003841192,0.9008989214783708,0.7097960801725388,0.7430960779085733,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_1393,0.9927876789946095,0.9995858986843404,0.9974687440074944,0.9941916400840141,0.04297287984874592,0.9979774045198312,0.9909581243472378,0.9498182816363178,0.9992898705695642,0.0060805410430563225,1.0,1.0,0.4820818759238701,1.0,0.996170195761983
group_1389,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1387,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1386,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1363,0.95394279353072,0.1466723622590843,0.31111987367850963,0.14023100455223328,0.8384882995737115,0.9922810951154575,0.9167011233603117,0.36223459429315186,0.7430960779085733,0.9276936964600702,1.0,1.0,0.0009003638035864575,1.0,0.996170195761983
group_1359,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1353,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1352,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1285,0.95394279353072,0.9993648791400089,0.9974687440074944,0.9740698099082625,0.9999413162952563,0.8396675529887455,0.4484236239885435,0.9971140154759768,0.7430960779085733,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
hhaIM,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1267,0.95394279353072,0.6762779964804184,0.5196223759104437,0.04095586590757573,0.5101128058925037,0.9922810951154575,0.9331611152183962,0.12079531281449625,0.06494324573060392,0.14517978900369913,1.0,1.0,0.9806866561573377,1.0,4.323001013253557e-07
group_1255,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1217,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1211,0.95394279353072,0.9417495626516278,0.9834922818843188,0.7386931439658959,5.460867673013369e-06,0.5442553513781463,0.9008989214783708,0.9054028357794849,0.9678593479768995,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.435960201237634e-06
nrdF_1,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1175,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1170,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1169,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1128,0.9927876789946095,0.9417495626516278,0.8711936610067698,0.7988116970242879,0.9999559628698209,0.9999988035428655,0.9994058344540547,0.36223459429315186,0.2905328511098278,0.9995482791897534,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
satA,0.9927876789946095,0.9993648791400089,0.18609782398250188,0.9641010930382595,0.9999559628698209,5.4946483977176554e-06,0.9623267202988884,0.9054028357794849,0.9514178315191433,0.9995482791897534,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
group_1077,0.95394279353072,0.6762779964804184,0.4768132621897211,0.00020251730724136512,0.8384882995737115,0.9999988035428655,0.993800883122079,0.6146663136888317,0.6871897245281909,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_1063,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_1053,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
cmoA,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_924,0.5043600929764394,0.9148451357166252,0.07937627439008393,0.44115225054234997,0.4985488914698547,0.8396675529887455,0.238495818473208,0.279552758302006,0.9992898705695642,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_919,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_918,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_839,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
recD_2~~~recD_3,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_818,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_768,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_696,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_693,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_678,0.9927876789946095,0.528548625067986,0.23748311604585914,0.0044158651500302085,0.9848503169171191,0.8396675529887455,0.9994058344540547,0.08280126802430207,0.2905328511098278,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_656,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_647,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_634,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_596,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
lig_2,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_453,0.95394279353072,0.6762779964804184,0.4768132621897211,0.00020251730724136512,0.8384882995737115,0.9999988035428655,0.993800883122079,0.6146663136888317,0.6871897245281909,0.9276936964600702,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_448,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
dnaE_2,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_388,0.95394279353072,0.4104982550005462,0.31111987367850963,0.38226997653242745,0.9848503169171191,0.9999988035428655,0.993800883122079,0.9498182816363178,0.9992898705695642,0.9276936964600702,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
group_377,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_358,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_352,0.9927876789946095,0.9995858986843404,0.9988112006683716,0.6619644246412097,0.9863670138704062,0.9922810951154575,0.993800883122079,0.9054028357794849,0.6871897245281909,0.9276936964600702,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
group_348,0.95394279353072,0.6762779964804184,0.1878792423731925,0.0034847375692475375,0.04297287984874592,0.9062902003841192,0.9008989214783708,0.7097960801725388,0.7430960779085733,0.7275668878791266,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_346,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_326,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_311,0.95394279353072,0.26833028839588197,0.07736071875814444,0.14023100455223328,0.8384882995737115,0.9922810951154575,0.9909581243472378,0.9054028357794849,0.9986684733586314,0.9276936964600702,1.0,1.0,0.9999813254393329,1.0,0.996170195761983
group_288,0.95394279353072,0.5400876404389414,0.9309733927645335,0.9999979127852259,0.00048141144801732073,0.9999988035428655,0.9008989214783708,0.6146663136888317,0.9986684733586314,0.9276936964600702,1.0,1.0,0.9556786775898514,1.0,0.996170195761983
group_252,0.95394279353072,0.26833028839588197,0.07736071875814444,0.38226997653242745,0.4985488914698547,0.9979774045198312,0.7511506954579871,0.08280126802430207,0.9992898705695642,0.9276936964600702,1.0,1.0,0.9556786775898514,1.0,0.996170195761983
group_250,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_244,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
csbC_2,0.9927876789946095,0.6762779964804184,0.5196223759104437,0.17032846062541643,0.5101128058925037,0.8396675529887455,0.9623267202988884,0.9498182816363178,0.09520579268919653,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,0.0004882185404095578
group_201,0.5043600929764394,0.9841942147867356,0.8711936610067698,0.7988116970242879,0.9848503169171191,0.9922810951154575,0.7511506954579871,0.9054028357794849,0.9678593479768995,0.9995482791897534,1.0,1.0,0.9806866561573377,1.0,0.996170195761983
group_200,0.95394279353072,0.5400876404389414,0.9642664280848577,0.9160158904634303,0.9863670138704062,0.9979774045198312,0.993800883122079,0.7097960801725388,0.9986684733586314,0.9995482791897534,1.0,1.0,0.9556786775898514,1.0,0.996170195761983
group_164,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_147,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
dnaE2,0.95394279353072,0.11154923612117248,0.07152704542138014,0.0017584030268170511,0.00048141144801732073,0.8396675529887455,0.9998920882463861,0.12079531281449625,0.007579301056715965,0.14517978900369913,1.0,1.0,0.9999813254393329,1.0,4.323001013253557e-07
group_101,0.95394279353072,0.6762779964804184,0.5196223759104437,0.04095586590757573,0.5101128058925037,0.9922810951154575,0.9331611152183962,0.12079531281449625,0.06494324573060392,0.14517978900369913,1.0,1.0,0.9806866561573377,1.0,4.323001013253557e-07
