,OXA-RS,CIP-RS,LEV-RS,MXF-RS,GEN-RS,TET-RS,ERY-RS,SMZ-RS,CLI-RS,FOS-RS,VAN-RS,LNZ-RS,TEC-RS,DAP-RS,RIF-RS
essG_1~~~essG_4~~~essG_6~~~essG_2~~~essG_3,0.8364624994625521,0.03359045195056552,0.030200748021142292,0.19145161586937157,0.17873062315727029,0.9996364658712374,0.7427640386095282,0.9959888074479553,0.9536546882082927,0.15315452551903855,1.0,1.0,0.11205867642888057,1.0,0.09603010321126429
group_2084,0.926182977989734,0.6746308324081005,0.4958750924158296,0.811630634461411,0.9950330557755819,0.9899820483083098,0.9951099079333305,0.35251465725446185,0.9472404169557486,0.9782725638203468,1.0,1.0,0.04518967883313725,1.0,0.8702500225239698
group_1173,0.8364624994625521,0.01899382279165341,0.5827346242928053,0.5176728942725566,0.896932344267499,0.8312023671252575,0.39145695583139617,0.00013780197515430507,0.9499586483563343,0.4696074076226444,1.0,1.0,0.9987357142954977,1.0,0.9941802925695781
group_844,0.6009582408054517,0.8915168830664314,0.994013891664861,0.9434629899662215,0.9968729576608101,0.0064602131854268625,0.7784580446584114,0.20411889671166034,0.981017726618512,0.4696074076226444,1.0,1.0,0.8333640962358599,1.0,0.9941802925695781
group_828,0.4520088446210575,0.4047535150379308,0.05603656938067676,0.8417262895829031,0.9950330557755819,0.13252907953387819,0.8070195119804046,0.8190426420786496,0.8730797298209474,0.9999998815251968,1.0,1.0,0.8910026328014149,1.0,0.9941802925695781
group_430,0.9996688047472464,4.5990557665149575e-07,1.3744168969576957e-06,4.108885104774721e-06,0.09660078817076467,0.20228055790885316,0.37203495380323226,0.4552590853852121,0.8814319242526115,0.034144038741015764,1.0,1.0,7.25309628665258e-05,1.0,0.9941802925695781
group_215,0.9996688047472464,0.062315045656948405,0.7589766343090256,0.30124766937299924,0.9997977400789471,0.99939098792856,0.659784410680486,0.20411889671166034,0.9999988194124,0.4696074076226444,1.0,1.0,0.9830917367930335,1.0,0.9941802925695781
group_170,0.9996688047472464,0.007475422934838687,0.2511621915219411,0.0009465687264239655,0.006462307369258214,0.99939098792856,0.9812064320980001,0.9648321596876415,0.981017726618512,0.8170644381813025,1.0,1.0,0.23762394751445776,1.0,0.9999671224859158
group_152,0.9996688047472464,0.8238765002925468,0.7614359430480923,0.32616620919390404,0.9997977400789471,0.9391581609400746,0.769711077633166,0.20411889671166034,0.8730797298209474,0.4346104475738577,1.0,1.0,0.9979960943660673,1.0,0.8742709582390706
group_2611,0.9998407544017109,0.9966452335102445,0.9750976508810867,0.995410807664824,0.9934418912228975,0.9954626306151552,0.9715188445019677,0.7896440274112755,0.99997821709079,0.3975599483006332,1.0,1.0,0.9861282742791977,1.0,0.9929723288150722
group_2565,0.9908065048360886,0.7654470194289923,0.9274731482656114,0.7971425183091992,0.12352881537077767,0.9626137169928768,0.9951615097616724,0.9827274885011695,0.99997821709079,0.9999953738694514,1.0,1.0,0.00018911320063931384,1.0,0.9999689201711773
group_2533,0.9998407544017109,0.35792622845027816,0.23526122464877264,0.0059047573902664486,0.6210687925537695,0.9954626306151552,0.9999051978354836,0.9999994379408038,0.7637563477321592,0.3975599483006332,1.0,1.0,0.9975958222779363,1.0,0.8776925002998254
group_1400,0.9998407544017109,0.8781145734939879,0.8274427769016828,0.17651314467417467,0.9999647873752047,0.9998194046123287,0.973509116457148,0.6086526987787764,0.9605615104933639,0.13152574235741055,1.0,1.0,0.9662295604896693,1.0,0.46194491469106225
group_3808,0.9999366921253652,1.4363089547735577e-06,4.074474861054466e-06,1.038943712054727e-05,0.08990883741530749,0.16934813909616916,0.44099365387640355,0.4613573147771082,0.8250923942196463,0.002570440415488822,1.0,1.0,3.0654277012812084e-05,1.0,0.9960659279873322
group_2390,0.627110003997601,0.8504043240829003,0.5567370411080266,0.026995584737093646,0.0004257542149942092,0.9972398874570423,0.9999773544178362,0.08024083083202156,0.014443851564913889,0.9622828191356998,1.0,1.0,0.9887517782564386,1.0,0.0008422688461448058
recT,0.9999366921253652,0.2535653856555125,0.45578407830591117,0.11242847873893731,0.988815142963408,0.6920847330804518,0.9961633334210704,0.4837955930594443,0.5499866763297898,0.49917007786824874,1.0,1.0,0.9887517782564386,1.0,0.8849309644632917
group_2333,0.627110003997601,0.2526682423951352,0.362905921524257,0.2543372781251507,0.9460235721506648,0.9757968388955972,0.9999918909115656,0.4837955930594443,0.9878727406800586,0.11171052997209954,1.0,1.0,2.0743605254259816e-06,1.0,0.9909319953098108
group_2271,0.9415864180432728,0.5923548346426031,0.4828491512413673,0.12834418554999164,0.9999342075670598,0.9720650171301852,0.8543802136797329,0.9998366687016706,0.9851237431078399,0.7263059051427645,1.0,1.0,0.9991675716535978,1.0,0.9909319953098108
group_2270,0.9415864180432728,0.5923548346426031,0.4828491512413673,0.12834418554999164,0.9999342075670598,0.9720650171301852,0.8543802136797329,0.9998366687016706,0.9851237431078399,0.7263059051427645,1.0,1.0,0.9991675716535978,1.0,0.9909319953098108
group_2202,0.9415864180432728,0.3252648582140615,0.3758002213900721,0.0725481886650611,0.9460235721506648,0.6920847330804518,0.9975535279695309,0.3030244049898366,0.8312693583066328,0.49917007786824874,1.0,1.0,0.9991675716535978,1.0,0.9909319953098108
group_2150,0.9415864180432728,0.5923548346426031,0.4828491512413673,0.12834418554999164,0.9999342075670598,0.9720650171301852,0.8543802136797329,0.9998366687016706,0.9851237431078399,0.7263059051427645,1.0,1.0,0.9991675716535978,1.0,0.9909319953098108
group_2074,0.9415864180432728,0.5510736721510068,0.13994071319983367,0.48689438314048294,0.9986646736219514,0.9972398874570423,0.13138360156956785,0.9931870532913452,0.7958956889124923,0.8453487969971583,1.0,1.0,0.8983222526647625,1.0,0.8849309644632917
group_1987,0.627110003997601,0.16001173109812628,0.19400151092080994,0.07011027579394574,0.00890160315523483,0.08690184972145786,0.9999773544178362,0.28465306245927735,0.7209311919489576,0.9622828191356998,1.0,1.0,0.9970444819907797,1.0,0.42652449394451564
group_1973,0.627110003997601,0.16001173109812628,0.19400151092080994,0.07011027579394574,0.00890160315523483,0.08690184972145786,0.9999773544178362,0.28465306245927735,0.7209311919489576,0.9622828191356998,1.0,1.0,0.9970444819907797,1.0,0.42652449394451564
group_1950,0.627110003997601,0.16001173109812628,0.19400151092080994,0.07011027579394574,0.00890160315523483,0.08690184972145786,0.9999773544178362,0.28465306245927735,0.7209311919489576,0.9622828191356998,1.0,1.0,0.9970444819907797,1.0,0.42652449394451564
group_1913,0.9999366921253652,0.9030516488309036,0.8831626171323101,0.37537792289459126,0.9989055626425065,0.7093039304365829,0.7996912575765053,0.3030244049898366,0.3993913605925822,0.9622828191356998,1.0,1.0,0.9584176872364983,1.0,0.8849309644632917
group_1833,0.9873013381904922,0.8193596050632598,0.963572887499517,0.6182994384808127,0.9999342075670598,0.8894164005553227,0.8817832748877336,0.8468520072406466,0.9692510372405034,0.021445847745915243,1.0,1.0,0.010894274944603707,1.0,0.9960659279873322
group_1530,0.9873013381904922,0.8193596050632598,0.963572887499517,0.6182994384808127,0.9999342075670598,0.8894164005553227,0.8817832748877336,0.8468520072406466,0.9692510372405034,0.021445847745915243,1.0,1.0,0.010894274944603707,1.0,0.9960659279873322
group_1444,0.9999366921253652,0.01545433471298469,0.20785507554053112,0.07489365564425984,0.988815142963408,0.03952817421475811,0.7787570038553842,0.9516973763654508,0.36613100355904404,0.9999687274394844,1.0,1.0,0.17810852545048123,1.0,0.8849309644632917
group_1328,0.627110003997601,0.9988380614719676,0.9606977290574609,0.9929474120324694,2.7075722595813784e-06,0.03952817421475811,0.3125961980902359,0.3030244049898366,0.8565231140407369,0.991191032228129,1.0,1.0,0.7796453728252601,1.0,0.8849309644632917
group_852,0.9999366921253652,0.0009143374246441847,0.0023706156157926464,0.0035765355656332165,0.16837711226872226,0.15589646344392358,0.5236213803361449,0.15406159929817753,0.7958956889124923,0.9622828191356998,1.0,1.0,0.5582015714837714,1.0,0.08468259962445648
group_718,0.9415864180432728,0.7049430030170449,0.1711004297264571,0.3309828553600029,0.00890160315523483,0.9978017720630357,0.8927923461370483,0.9931870532913452,0.9692510372405034,0.49917007786824874,1.0,1.0,0.9887517782564386,1.0,0.08468259962445648
group_302,0.9873013381904922,6.22093558178496e-08,4.074474861054466e-06,1.0512579087896811e-05,0.2827659417396773,0.9972398874570423,0.008912062452412436,6.715715188853889e-05,0.9298275198911801,0.8453487969971583,1.0,1.0,0.9991675716535978,1.0,0.42652449394451564
group_3928,0.9999816175402181,0.2958868151465151,0.5364872646627976,0.19251995674175085,0.9938934281818727,0.7240225642717824,0.9978890075885849,0.5553766297478879,0.3556049753143723,0.5142643945331695,1.0,1.0,0.990992839911574,1.0,0.8919608664734152
group_2998,0.948620199705945,0.7802439547132469,0.11821263038347844,0.004253358859441563,1.2279920747507859e-08,0.8997006174053591,0.9785732838857651,0.3699223609690179,0.5979375486497072,0.09375581553766327,1.0,1.0,0.9088510542397972,1.0,0.010488821888744422
group_2481,0.948620199705945,0.00036531272297551964,0.00023137044613851112,0.0015779057329536176,0.10098138954582844,0.11931968719342734,0.8268301552447104,0.00607499451490847,0.9762246814139708,0.6918097958725788,1.0,1.0,0.048503674027083436,1.0,0.8919608664734152
group_2151,0.9828229978874417,0.964490559274591,0.9796449298203189,0.7764412423134339,0.7731108318824025,0.8997006174053591,0.9876311289521962,0.8956643512330166,0.8853328083131329,0.9935617959411827,1.0,1.0,0.9962920719460727,1.0,0.8111456606993201
group_1878,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
group_1853,0.948620199705945,0.7802439547132469,0.11821263038347844,0.004253358859441563,1.2279920747507859e-08,0.8997006174053591,0.9785732838857651,0.3699223609690179,0.5979375486497072,0.09375581553766327,1.0,1.0,0.9088510542397972,1.0,0.010488821888744422
group_1852,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
group_1738,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
group_1714,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
group_1578,0.948620199705945,0.7802439547132469,0.11821263038347844,0.004253358859441563,1.2279920747507859e-08,0.8997006174053591,0.9785732838857651,0.3699223609690179,0.5979375486497072,0.09375581553766327,1.0,1.0,0.9088510542397972,1.0,0.010488821888744422
group_1325,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
group_1227,0.948620199705945,0.7802439547132469,0.11821263038347844,0.004253358859441563,1.2279920747507859e-08,0.8997006174053591,0.9785732838857651,0.3699223609690179,0.5979375486497072,0.09375581553766327,1.0,1.0,0.9088510542397972,1.0,0.010488821888744422
group_1198,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
group_1197,0.9828229978874417,0.7649445709332874,0.7986405620559254,0.7830212084762745,0.17202460048817478,0.9797443243093504,0.9978890075885849,0.9981389816468794,0.9999919754860885,0.999884064150238,1.0,1.0,9.687322519717096e-05,1.0,0.999964982894693
pre,0.9999816175402181,0.004911400873941261,0.030922910965820803,0.09984372191734903,0.9938934281818727,0.9984155301200115,0.145572891170677,0.01728254959639942,0.8539569309523264,0.8588896972744124,1.0,1.0,0.9962920719460727,1.0,0.09262463414486466
murU~~~cugP~~~hddC,0.9551940613504207,0.9999948601267633,0.9637006786094648,0.9999833421920407,0.7045743180830544,0.8152476323410207,0.8515019355497353,0.4668682275241428,0.023081021825717644,0.0012596113857547737,1.0,1.0,0.0396983529398748,1.0,0.35533205623896025
group_3228,0.9999971314727308,0.9701060782133888,0.9902917307460827,0.7170850324821343,0.054938707318276825,0.518088412509115,0.7754159087150383,0.8112198172095986,0.8292491014483218,0.9954698521537367,1.0,1.0,0.8793060864122513,1.0,0.9974649715540823
group_2877,0.9999971314727308,2.9781085418301827e-07,0.1803603674560088,0.36445467266023684,0.012515328190744265,0.16744554760716732,0.7244878691898694,0.6676222025892891,0.12683435103590904,0.5295526421758896,1.0,1.0,0.937428276436083,1.0,0.898777930895615
group_2676,0.9551940613504207,0.8494053168404718,0.9558817643417803,0.9024655632503952,0.867792523901351,0.9997255259858682,0.9782905889535999,0.993328484363959,0.9861924181429612,0.012646592705367478,1.0,1.0,0.9993964801288107,1.0,0.0003834612797951721
group_2664,0.9771882878144438,0.9167519219658256,0.3037442251822123,0.7906479184214854,0.993177695333376,0.9997255259858682,0.9988348471012072,0.9997621321174817,0.9861924181429612,0.9954698521537367,1.0,1.0,0.9187887652267205,1.0,0.007880266572217553
group_2622,0.9999971314727308,0.33958467097854267,0.6179864634642491,0.1358534064167734,0.9969716346186701,0.7551100794666904,0.9989142518044607,0.6284900735275865,0.3862989913745641,0.5295526421758896,1.0,1.0,0.9928836163672683,1.0,0.898777930895615
group_2351,0.9999971314727308,0.4898367972022182,0.9558817643417803,0.5350044522425614,0.9083499783232026,0.9184667589366198,0.9972016447595252,0.13209380638111753,0.6214256514343108,0.5295526421758896,1.0,1.0,0.9187887652267205,1.0,0.898777930895615
group_2169,0.9999971314727308,0.6967589093525894,0.7026514436021015,0.7406672872776903,0.7689236882779483,0.9858097720868819,0.9691027208364712,0.9997621321174817,0.9909605172913719,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1887,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1798,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1797,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1725,0.9999971314727308,0.9816720810694456,0.9918923454695945,0.5350044522425614,0.7689236882779483,0.9858097720868819,0.9972016447595252,0.25473641106341904,0.9514691805392346,0.9954698521537367,1.0,1.0,0.044546078606426724,1.0,0.898777930895615
group_1659,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1658,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1597,0.9551940613504207,6.43562647286554e-07,1.1818632915367228e-05,4.601139879843061e-06,0.993177695333376,0.9999735149863908,0.5141869943845896,0.010114726347721098,0.8909561233129683,0.012646592705367478,1.0,1.0,3.1748677686585057e-06,1.0,0.898777930895615
group_1586,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_1451,0.7290110712184152,0.07093214644352432,0.012047281382874442,0.00033049912304525454,0.7045743180830544,0.9184667589366198,0.7754159087150383,0.02860253666594016,0.7468392430040915,0.6551296993898273,1.0,1.0,0.9928836163672683,1.0,0.898777930895615
group_1306,0.6534086600974369,0.03298474691780262,0.011721442810001256,0.0030489196468151546,0.055194157571475264,0.9999735149863908,0.851934851275154,0.9889492135058863,0.16444581596295507,0.8719800869637251,1.0,1.0,0.9993964801288107,1.0,0.898777930895615
group_1112,0.9999971314727308,0.9816720810694456,0.9918923454695945,0.5350044522425614,0.7689236882779483,0.9858097720868819,0.9972016447595252,0.25473641106341904,0.9514691805392346,0.9954698521537367,1.0,1.0,0.044546078606426724,1.0,0.898777930895615
group_990,0.9999971314727308,2.9781085418301827e-07,0.1803603674560088,0.36445467266023684,0.012515328190744265,0.16744554760716732,0.7244878691898694,0.6676222025892891,0.12683435103590904,0.5295526421758896,1.0,1.0,0.937428276436083,1.0,0.898777930895615
group_658,0.9771882878144438,0.8208123081732933,0.8454331680078218,0.8324207204308266,0.09378822733762636,0.9858097720868819,0.9989142518044607,0.9889492135058863,0.9999874077525915,0.9996839599784705,1.0,1.0,6.708927937429248e-05,1.0,0.9999582139105831
group_468,0.6534086600974369,0.03298474691780262,0.011721442810001256,0.0030489196468151546,0.055194157571475264,0.9999735149863908,0.851934851275154,0.9889492135058863,0.16444581596295507,0.8719800869637251,1.0,1.0,0.9993964801288107,1.0,0.898777930895615
group_384,0.9999971314727308,0.9701060782133888,0.9902917307460827,0.7170850324821343,0.054938707318276825,0.518088412509115,0.7754159087150383,0.8112198172095986,0.8292491014483218,0.9954698521537367,1.0,1.0,0.8793060864122513,1.0,0.9974649715540823
group_2680,0.6966602634546374,0.9501974314985886,0.3358955602812982,0.9542667102905948,0.8130099464340382,0.9904468036119132,0.9984434750675284,0.9964275598014873,0.9584722413862403,0.6164423619896149,1.0,1.0,0.6871889570212084,1.0,0.9810619483889609
group_2658,0.6665846499344814,0.714281329065976,0.5370567003554738,0.6708771603122161,0.9999493212628352,0.29528009731208543,0.9125352619416823,0.49872424659358494,0.5902189722372386,0.25557462962085403,1.0,1.0,0.05895627559541774,1.0,0.009480983699836139
group_2593,0.9999999309947896,0.9997733445096251,0.9717883197804664,0.2065485784820131,0.03410591778988742,0.7850858728191499,0.7653776360565143,0.5713823382345897,0.9998546315981675,0.8845828230580624,1.0,1.0,0.9944573671897334,1.0,0.9980073674048127
group_2580,0.6966602634546374,0.9303518832870642,0.9523725369151769,0.9999980661188907,0.13174430484336655,0.7850858728191499,0.21849303814774504,0.9999980527275047,0.9520776488329116,0.8845828230580624,1.0,1.0,0.9281210199731441,1.0,0.9980073674048127
group_2404,0.6665846499344814,0.0009556971578381754,0.001588744879575294,0.0020146047501082343,0.13174430484336655,0.9883874507086778,0.9998093420045703,0.999123147572587,0.2169197360659337,0.6164423619896149,1.0,1.0,0.05298714713752705,1.0,0.9053781712073875
group_2259,0.6665846499344814,0.32647435188198975,0.4022817709245343,0.14679238865238564,0.9863336486003806,0.0028314195730356467,0.9999999998161833,0.9636031618127063,0.045972853490322145,0.9992857547518178,1.0,1.0,0.923642562655837,1.0,0.9053781712073875
group_1690,0.9612992391630498,0.9882369190943849,0.9523725369151769,0.721781131642651,0.9999477154769136,0.9883874507086778,0.6822605520416962,0.9999980527275047,0.9584722413862403,0.9232043527731463,1.0,1.0,0.9994552815247667,1.0,0.9999465527505812
group_1350,0.9999999309947896,0.24539251473070067,0.5281473767364202,0.09098370635951848,0.9986625420864133,0.7850858728191499,0.9994769051312254,0.49872424659358494,0.4181620226710319,0.5450224940497368,1.0,1.0,0.9281210199731441,1.0,0.9053781712073875
group_4040,0.04950519643454806,0.008211515429487755,0.00042013020003632464,0.0004794018597050683,0.13341032642119272,0.9494422276546902,0.9751422482108658,0.9575298972102602,0.989012857226853,0.8966611942306554,1.0,1.0,0.7033711255702446,1.0,0.9117579058270527
group_4004,0.9669290515775824,0.0015250056896342372,0.0008411320155635074,0.005028714529718661,0.99232394146394,0.9999732258326735,0.6660293025554762,0.47168844023066625,0.991455205663814,0.5759798629242847,1.0,1.0,3.869863192906859e-06,1.0,0.9117579058270527
group_2537,0.961622506077838,0.013257016858113363,0.15301710729457366,0.03729386594464763,0.07871546830956201,0.9998026467457377,0.9765073572418672,0.5726537792694744,0.8606942690956569,0.9985776241730193,1.0,1.0,0.907218561940103,1.0,0.1073334052667611
group_2309,0.9669290515775824,0.905776524088211,0.991531327580972,0.9658615312367821,0.996791969658089,0.9987951739987911,0.3854550526398645,0.20858006153665914,0.08322485185912835,0.8966611942306554,1.0,1.0,0.9994827315489624,1.0,0.0616578249586523
group_2279,0.9999999922587154,0.999586099560613,0.9659414198907541,0.8404895928269643,0.6778124234385532,0.9998026467457377,0.9982779432992929,0.9999926481466633,0.9020242132127715,0.9980749473462874,1.0,1.0,0.907218561940103,1.0,0.9999275640770955
group_2135,0.9669290515775824,0.9992661894406736,0.9647605263332335,0.987231260208097,0.996791969658089,0.9812267804981375,0.9994520986788112,0.9993402597772111,0.989012857226853,0.5759798629242847,1.0,1.0,0.907218561940103,1.0,0.7264035805189412
group_2033,0.961622506077838,0.9992661894406736,0.8813035620518366,0.7455196183540509,0.853053615132767,0.9938598282418488,0.6113697753184948,0.3712773498103343,0.9973193156780213,0.8966611942306554,1.0,1.0,0.7033711255702446,1.0,0.998458535987109
group_1831,0.961622506077838,0.9603618667602416,0.012897538526286523,0.6194765477068622,0.9994845064784457,0.9999732258326735,0.8387092215748655,0.47168844023066625,0.9387710809177845,0.9980749473462874,1.0,1.0,0.9957479412862491,1.0,0.9999275640770955
group_849,0.9669290515775824,0.9326702567228332,0.8108714135425332,0.5118912622778211,0.89988226746872,0.9987951739987911,0.7878474799638464,0.9993402597772111,0.989012857226853,0.5759798629242847,1.0,1.0,0.9957479412862491,1.0,0.28562992953548905
group_3278,0.9720791912166316,5.46567944666723e-08,0.3633917842574373,0.5699008139238497,0.023972155468863002,0.19377743586229612,0.6955079329922611,0.5785824155989697,0.18150478359692,0.5764522546671655,1.0,1.0,0.8878044088437143,1.0,0.9179137743606469
group_3026,0.9720791912166316,0.3680855727571205,0.014567985057995541,0.00028251981553419666,3.8526934878395903e-11,0.961659469483833,0.9962972455510999,0.10051171944255416,0.3612082595075144,0.04042216665099261,1.0,1.0,0.9449278541905836,1.0,0.0029521868629207846
group_2396,0.9720791912166316,0.8008201163771123,0.09753705990573926,0.21575807386339121,0.9961728247922365,0.997606423341957,0.9901534110086211,0.6477292466577662,0.9763471557699575,0.9974144819410125,1.0,1.0,0.98957527226839,1.0,0.9698267779666508
group_2319,0.9999983886785953,0.8573177122006996,0.909023417379236,0.5019358139950651,0.853006339022424,0.9962623766583835,0.9844838385291524,0.8320739962173357,0.9997197180894386,0.9081792698910744,1.0,1.0,0.9994794840460678,1.0,0.6930436632724384
group_2130,0.9512327096448545,0.13137560336269366,0.960352439655066,0.9990816123832638,0.9999807011603554,0.999913796072254,0.7278967052653453,0.0019517375986395536,0.9983305926466519,0.9974144819410125,1.0,1.0,0.2563364507989541,1.0,0.9179137743606469
group_2081,0.9720791912166316,0.7579266982593292,0.3393739774111559,0.16426738289609702,0.2642013526053987,0.999913796072254,0.9105762499117037,0.9188659207682631,0.991262103476403,0.9081792698910744,1.0,1.0,0.9967892227503686,1.0,0.9179137743606469
group_1857,0.9720791912166316,0.9998739271297052,0.15076236139070787,0.9053735904305205,0.9927852466346423,0.6189948402323526,0.5850617989531757,0.999579205794574,0.9763471557699575,0.9974144819410125,1.0,1.0,0.7194122396546898,1.0,0.9698267779666508
group_1849,0.9999983886785953,0.9800298626738878,0.9051527707490976,0.7904076737686127,0.9995570809504242,0.9706886151357259,0.9972242080553871,0.999579205794574,0.991262103476403,0.9974144819410125,1.0,1.0,0.030943965221558116,1.0,0.9179137743606469
group_1752,0.6257586044209393,0.6023456217983661,0.27738989384442475,0.9339051899479354,0.8883745272057127,0.07048121533602882,0.8847171851424698,0.9188659207682631,0.9219695292535806,0.8841210213133763,1.0,1.0,0.9449278541905836,1.0,0.9179137743606469
group_1698,0.9720791912166316,0.4255750195916658,0.33804858589146153,0.6500351168473284,0.9999807011603554,0.9706886151357259,0.9770963637669083,0.9936008603183669,0.6270518905774138,0.8841210213133763,1.0,1.0,0.046841980739841735,1.0,0.9179137743606469
group_1587,0.6929284518913182,0.9969995170829349,0.0584979071144885,0.6476846231023428,0.9998278812385933,0.9999523774552337,0.8515241159572531,0.999579205794574,0.9219695292535806,0.9988719852198463,1.0,1.0,0.9994794840460678,1.0,0.9988284805733055
group_1490,0.9720791912166316,0.3680855727571205,0.014567985057995541,0.00028251981553419666,3.8526934878395903e-11,0.961659469483833,0.9962972455510999,0.10051171944255416,0.3612082595075144,0.04042216665099261,1.0,1.0,0.9449278541905836,1.0,0.0029521868629207846
group_826,0.9999983886785953,0.6946245185959472,0.7695517266132338,0.402179212603203,0.853006339022424,0.961659469483833,0.9972242080553871,0.8320739962173357,0.9550011527398969,0.9081792698910744,1.0,1.0,0.98957527226839,1.0,0.6930436632724384
group_716,0.9720791912166316,2.2285276180574898e-05,5.594922074443424e-05,9.755667776134894e-05,0.95572206912805,0.07048121533602882,0.7311908804658558,0.01494354468601625,0.9763471557699575,0.5340312960375018,1.0,1.0,0.335483314431289,1.0,0.9179137743606469
group_578,0.9720791912166316,0.3680855727571205,0.014567985057995541,0.00028251981553419666,3.8526934878395903e-11,0.961659469483833,0.9962972455510999,0.10051171944255416,0.3612082595075144,0.04042216665099261,1.0,1.0,0.9449278541905836,1.0,0.0029521868629207846
group_136,0.9720791912166316,5.46567944666723e-08,0.3633917842574373,0.5699008139238497,0.023972155468863002,0.19377743586229612,0.6955079329922611,0.5785824155989697,0.18150478359692,0.5764522546671655,1.0,1.0,0.8878044088437143,1.0,0.9179137743606469
group_83,0.9720791912166316,0.3680855727571205,0.014567985057995541,0.00028251981553419666,3.8526934878395903e-11,0.961659469483833,0.9962972455510999,0.10051171944255416,0.3612082595075144,0.04042216665099261,1.0,1.0,0.9449278541905836,1.0,0.0029521868629207846
group_3283,0.9999846851673088,0.9795453125319399,0.9999994343761582,0.7025374807672785,0.0009555792924752505,0.0848890137709249,0.9930192834727657,0.06413576740507847,0.8986783547601156,0.859941545209031,1.0,1.0,0.9994425821238396,1.0,0.21994192217704722
group_2902,0.9999846851673088,0.11880944063238762,0.06130251112306405,0.0013137574110481534,0.7770749235236841,0.6530013798566405,0.972532489655471,0.8859508199927495,0.999903388782097,0.5923819229568454,1.0,1.0,0.9994425821238396,1.0,0.9991269861139943
group_2257,0.9387722433913108,0.3738115242639767,0.24660439313463317,0.32290583246093857,0.08112863943257585,0.8231951729331696,0.6599971971757408,0.5125795621904388,0.6159244707648346,0.9994045182350808,1.0,1.0,0.9976145479710484,1.0,0.9238427540619765
group_2233,0.976748041349715,0.9715190912620004,0.9445163633980913,0.8482033515489997,0.18591946993813838,0.9999625358383275,0.0032040573467616135,0.9984603941888998,0.07602432374897829,0.5923819229568454,1.0,1.0,0.9994425821238396,1.0,0.9238427540619765
group_2211,0.976748041349715,0.7185991898106088,0.8419511736844145,0.5101821909487145,0.5711062052451119,0.6530013798566405,0.9967259058754456,0.07484119908781417,0.5188701712224839,0.5923819229568454,1.0,1.0,0.9523906732127434,1.0,0.9238427540619765
