,OXA-RS,CIP-RS,LEV-RS,MXF-RS,GEN-RS,TET-RS,ERY-RS,SMZ-RS,CLI-RS,FOS-RS,VAN-RS,LNZ-RS,TEC-RS,DAP-RS,RIF-RS
group_1171,0.418779377,0.019940317,0.004524999,0.027270668,0.995203965,2.42E-07,0.998169839,0.14386419,0.930751155,0.204215695,1,1,0.701340118,1,0.999994576
group_1172,0.005900205,0.29341127,0.002342263,4.17E-05,0.460883202,0.999999983,0.965563628,0.303207472,0.999951702,0.296882041,1,1,0.838800713,1,6.10E-15
group_1176,0.05680855,0.544565493,0.000514001,0.035776453,0.863539217,0.996720393,0.932185979,0.031178428,0.802296838,0.968743229,1,1,0.090766941,1,3.43E-23
group_1177,0.998859641,0.000194887,1.90E-07,0.000238608,5.24E-25,0.998946532,0.32947952,0.030598628,0.996624954,0.788013039,1,1,0.079119435,1,1.27E-09
group_1178,0.45141611,0.716026892,0.063200343,0.039803693,0.961047246,0.49974265,0.999861774,0.164047996,0.261386408,0.046620824,1,1,5.67E-07,1,0.887387508
group_1179,0.4687977,0.040010645,1.89E-06,0.005730168,0.99758901,0.999893899,0.651221742,0.878435574,0.999954726,0.393696248,1,1,0.999990272,1,0.999357157
group_118,0.139656566,5.43E-08,7.34E-08,8.23E-07,0.18753357,0.82829605,0.234923216,0.049394454,0.712666428,0.006208589,1,1,0.001594275,1,0.005057073
group_1181,1.48E-05,0.013692976,0.001057645,0.016735788,1.19E-09,0.997172085,0.898193489,0.547674415,0.999988046,0.519427647,1,1,0.0138382,1,0.972342067
group_1185,0.834799304,0.994646893,0.378456408,0.003896277,0.872960881,0.999053313,0.999985771,0.996452429,1,0.995591442,1,1,0.215991213,1,5.22E-42
group_1187,0.922415797,0.972708366,0.013456456,0.615504922,7.58E-47,3.85E-40,0.99137179,0.550846709,1,0.950788287,1,1,0.713194929,1,0.005075957
group_1188,0.758190323,0.244736476,8.80E-06,5.75E-05,0.962299147,0.998954699,0.970189863,0.228810994,0.992159736,0.772483253,1,1,0.99965705,1,0.004067646
group_1189,0.884080705,0.00414633,1.13E-08,3.50E-05,0.056742387,0.999997088,0.215731649,0.307286328,0.997874159,0.050869205,1,1,0.999784439,1,0.514715363
group_119,0.993532565,0.792673281,0.023350726,0.46766411,0.304655666,0.023295894,0.330338821,0.574231485,0.999714159,0.964661399,1,1,0.150461251,1,8.01E-05
group_1190,0.435880957,2.76E-05,1.57E-05,3.23E-06,2.11E-41,0.999999978,0.792243617,0.084322637,0.964643377,0.992849273,1,1,0.875044798,1,1.36E-07
group_1193,0.999903408,0.999845472,0.742863847,0.555555829,9.71E-36,0.959794766,0.999863467,0.931204604,0.999999517,0.765563765,1,1,0.002658034,1,0.999998357
group_1195,0.570952652,0.199671035,0.000388008,0.050110281,0.99779647,0.99999411,0.793155599,0.025636934,0.999999727,0.871006747,1,1,0.018320196,1,0.003517999
group_1196,0.183853993,0.817399589,0.018149876,0.018384532,0.969289081,0.999710917,0.861369613,0.903868616,0.999999263,0.728512813,1,1,0.921932117,1,8.69E-19
group_1199,0.925514864,0.009271751,2.94E-05,0.097340837,0.968097925,0.999999732,0.274378184,0.63251795,0.999999999,0.998014208,1,1,0.985316135,1,0.012217767
group_12,0.9032534,0.37311228,0.06726813,0.376930099,0.999937467,6.73E-12,0.542321319,0.865136318,0.999999997,0.999795362,1,1,0.795621216,1,1
group_1201,0.185185158,0.007828024,3.05E-07,1.39E-07,0.002904013,0.979549871,0.492017734,0.001069916,0.897503259,0.913396529,1,1,0.751624563,1,0.156164025
group_1202,0.409967421,4.75E-07,5.41E-05,1.43E-07,0.034280991,0.999686982,0.891783995,0.036957344,0.411307816,0.195730081,1,1,0.782342273,1,0.000167165
group_1203,0.028645976,0.132962972,0.019248134,0.064387278,0.922769322,0.999936029,0.872117282,0.788117737,0.986973543,0.998226396,1,1,0.618896138,1,0.001951945
group_1204,0.626574387,7.28E-06,1.67E-08,1.19E-06,4.15E-10,0.986199615,0.71162172,0.024217991,0.999286002,0.168931301,1,1,0.58552411,1,0.009361812
group_1207,0.070663967,0.028807091,3.43E-06,7.15E-06,1.81E-12,1,0.879140968,0.359697482,0.04518695,0.614628872,1,1,1.50E-05,1,0.364739743
group_1213,0.987803462,0.055944392,0.018388285,0.004673336,0.000650737,0.016480465,0.985929102,0.992551701,0.832935593,0.252224709,1,1,0.271395956,1,1.08E-18
group_1219,0.42923113,0.064073683,5.94E-06,0.022440335,0.971191692,0.999793878,0.033213624,0.201082827,0.999995665,0.532891102,1,1,0.653333087,1,3.71E-05
group_1220,0.999636027,0.993196463,0.014810702,7.11E-06,8.91E-16,0.99999988,0.998167284,0.559043465,0.999999908,0.251228019,1,1,0.99998924,1,0.893823029
group_1226,0.913382369,0.423743826,0.028773919,0.841230341,0.989380967,0.999982376,0.997467554,0.653410799,0.99779587,0.398094782,1,1,0.983793091,1,1.48E-23
group_1230,0.081754823,0.810441777,0.002339288,0.005024338,0.280379484,0.631430332,0.964790079,0.008363646,0.988600199,0.986305511,1,1,0.999909395,1,2.76E-07
group_1232,0.33114824,0.016520939,1.92E-06,0.000178348,0.577296067,0.985377775,0.223666881,0.289349185,0.999999905,0.790916301,1,1,0.994737265,1,1.40E-13
group_1233,0.000352969,0.14102681,3.96E-05,1.32E-07,0.002810279,0.999359282,0.932429504,0.223138273,0.985404555,0.964254733,1,1,0.312861674,1,3.39E-08
group_1238,0.997408288,0.297091377,5.89E-07,2.88E-06,0.553339103,0.999995298,0.799071915,0.092190019,0.999999999,0.240518342,1,1,0.999794956,1,9.18E-07
group_1239,0.971432499,0.6198335,0.001380776,3.87E-05,2.35E-13,0.880563984,0.925945091,0.002211432,0.999990337,0.123926788,1,1,6.30E-07,1,1.51E-16
group_1240,0.37910826,0.475409366,0.008128512,0.052560564,2.74E-31,0.999979956,0.982573677,0.062348882,0.24345976,0.403064256,1,1,0.181226723,1,0.357640688
group_1244,0.184037203,0.005298945,0.001629531,0.022054628,0.995429088,0.983410876,0.99954948,0.092482779,0.999988586,0.987455599,1,1,0.614626617,1,0.771919841
group_1246,0.11207636,1.09E-57,0.060383251,0.129705629,0.933919228,0.998572073,0.916587555,0.236728013,0.999999408,0.656840293,1,1,0.071133284,1,0.993765801
group_1247,0.026361227,0.008441804,0.000340179,2.33E-06,0.000219487,0.996110465,0.85106605,0.469788566,0.991967253,0.082562393,1,1,0.92195349,1,0.721019021
group_1250,0.545911324,4.78E-05,1.11E-09,1.79E-09,0.082000817,0.480689167,0.596119439,0.669741773,0.999462802,0.99668013,1,1,0.568233278,1,0.999994365
group_1251,0.001281611,3.08E-11,9.22E-07,0.000334886,0.393255349,0.991959281,0.733772877,5.92E-09,0.991964757,0.941759562,1,1,0.934563018,1,0.987004505
group_1252,0.027418077,0.000239201,4.34E-06,2.33E-10,0.084171392,0.997679259,0.995338647,4.71E-06,0.999919112,0.999909689,1,1,0.995318953,1,0.050345436
group_1258,0.080789252,0.15634875,1.39E-05,0.001849555,0.994990816,0.999521284,0.885541124,0.862470808,0.999999732,0.997163427,1,1,0.076457959,1,0.828356471
group_1261,0.352519342,0.624455136,0.000329551,0.001526016,3.93E-38,0.999999973,0.965248591,0.620399296,0.994954533,0.613622475,1,1,0.985843072,1,0.025619504
group_1262,0.489588218,0.373138326,0.000847244,6.23E-06,0.620035049,0.995770605,0.685043423,0.045552668,0.957593356,0.26710924,1,1,0.957904221,1,2.02E-10
group_127,0.985938844,0.054348542,2.20E-07,0.002864912,0.942815919,0.988076534,0.465988444,0.344368646,0.999995302,0.627600934,1,1,0.64612453,1,0.029174299
group_1279,0.99982073,0.271960929,7.66E-10,4.81E-06,1.09E-26,0.91647609,0.841269657,0.200896844,0.983653921,0.549618073,1,1,5.73E-06,1,1.16E-07
group_1280,0.696567139,0.004996877,0.090921241,0.370662694,0.992117197,0.998360599,0.976678363,0.859135812,0.999988922,0.549174051,1,1,2.57E-26,1,6.82E-17
group_1284,0.50635287,2.54E-07,2.12E-14,1.54E-05,0.452678416,0.999990702,0.632769992,0.017026095,0.994715433,0.336732466,1,1,0.993376517,1,4.26E-09
group_1286,1.26E-05,2.52E-53,0.017152187,0.000144824,0.939731706,0.008179551,0.596485961,1.74E-05,1,0.978433481,1,1,0.132418557,1,0.984294888
group_1297,0.995781045,0.667762082,0.00536136,1.28E-07,1.34E-10,0.556990552,0.985544603,0.166236204,0.999958108,0.562169732,1,1,0.699416926,1,0.040777956
group_130,0.552884666,2.52E-07,5.98E-11,1.94E-15,0.000204436,4.97E-53,0.128073222,0.086031821,0.945603505,0.656582884,1,1,0.199537968,1,0.000294952
group_1300,0.99996598,0.305701472,1.10E-07,7.31E-05,0.030177062,0.993878854,0.998053055,0.862113653,0.999990462,0.054691426,1,1,0.999999979,1,0.011454512
group_1302,0.208700182,0.681755344,8.65E-05,0.007568378,0.998935887,0.999650377,0.997948998,0.744835164,0.208580996,0.981510018,1,1,0.000186604,1,2.56E-47
group_1308,0.058876017,0.000842431,2.95E-06,0.000189289,0.704754787,0.780497081,0.256750311,0.159376111,0.999940984,0.544803202,1,1,0.065671115,1,1.48E-45
group_1310,1,0.578447475,0.085767516,0.002592713,0.749397368,0.989924737,0.998089259,0.991524052,0.9999872,0.998992045,1,1,0.999999296,1,4.98E-16
group_1315,0.676575108,0.252621521,8.29E-06,0.087011516,0.997392827,0.981898741,0.907842543,0.014994614,0.961183143,0.83179357,1,1,0.066731821,1,2.60E-15
group_1316,0.998931216,0.010671344,1.33E-05,8.80E-05,9.93E-48,0.911009914,0.507523307,0.000123556,1,0.999597522,1,1,0.000511518,1,0.978196187
group_1322,0.009527703,0.70422037,0.124783827,6.51E-06,0.880047031,0.67794334,0.789345281,0.868938638,0.105948381,0.176898981,1,1,0.968838222,1,2.81E-07
group_1335,0.407738211,0.666242916,0.00029101,7.53E-05,8.75E-42,0.002672802,0.999801803,0.007253527,0.950055608,0.163216041,1,1,0.999969251,1,0.000522808
group_1336,0.029568183,0.95462547,2.47E-07,0.618044759,7.29E-33,1,0.97471837,0.948805348,0.395504638,0.999007565,1,1,0.999996501,1,9.50E-05
group_1337,0.000573797,0.652167375,0.005908125,0.085093927,0.273290147,0.963704729,0.954331269,0.994745018,0.921690889,0.094618237,1,1,0.006755158,1,8.56E-37
group_1340,0.945842607,9.74E-05,0.002656695,0.000591334,2.01E-42,0.956058045,0.999992821,0.000122531,0.999862624,0.631268425,1,1,0.093604046,1,8.21E-07
group_1341,0.804538035,0.306022477,1.74E-06,0.10155104,0.048705299,0.879196243,0.912283069,0.179219367,0.999991031,0.999950188,1,1,0.388693195,1,1.07E-19
group_1343,0.000729427,0.027534909,0.002611051,0.007955677,0.155468757,0.729172121,0.993083305,0.469557338,0.99997994,0.550787093,1,1,0.873347777,1,0.001483507
group_1345,0.065309131,0.017985389,3.08E-08,7.13E-05,0.26402433,0.999994499,0.086004481,0.04455293,0.994634135,0.993606707,1,1,0.812285728,1,2.90E-32
group_1346,0.035553237,0.918844323,4.00E-05,0.446454228,0.995447436,0.280115163,0.767886141,0.976525035,0.999946976,0.996881442,1,1,0.008074669,1,0.007881353
group_1354,0.517969734,0.999125646,0.775677287,0.546171951,2.70E-47,0.999986585,0.999994891,0.078448431,0.998960904,0.250495958,1,1,0.999438752,1,0.026223709
group_1356,0.999764272,0.975375267,0.030868867,0.441718777,0.900913999,0.66533953,0.967656374,0.608737037,0.999999899,0.976290014,1,1,0.686648513,1,0.061676952
group_1357,0.999990163,0.071757334,0.000223111,0.00165567,0.032500641,0.988095704,0.977673146,0.496557014,0.999888337,0.749204395,1,1,0.942805497,1,0.000249934
group_1358,0.556447228,0.02349596,1.64E-08,0.000365309,0.350973967,0.999998574,0.448554673,0.41663082,0.968295014,0.893998077,1,1,0.925264628,1,8.81E-26
group_1362,0.980489531,0.124218451,1.15E-05,0.000211166,0.148099866,0.000497334,0.985506245,0.227977533,0.957746848,0.94775829,1,1,0.034699598,1,0.020227436
group_1369,1,0.066419832,7.65E-05,3.54E-06,0.976435447,0.129581387,0.998467729,0.10348455,0.966358766,0.3648687,1,1,0.993222193,1,3.41E-06
group_1374,0.039099638,0.034124186,4.89E-06,0.006177939,3.26E-12,0.999885536,0.973075903,0.361215347,1,0.075987299,1,1,0.965317641,1,9.95E-06
group_138,0.960957882,0.000462575,8.48E-07,4.01E-10,1.66E-48,0.963597746,0.714659291,0.047109227,0.880112744,0.75465324,1,1,0.795683112,1,1.63E-14
group_1380,0.00013432,0.002514475,1.15E-05,0.002054982,0.999322631,0.861033862,0.9979075,0.114968263,0.52977593,0.336012446,1,1,0.83411659,1,0.023954952
group_1381,0.991341887,0.792785444,0.000116785,0.225134546,0.005010974,0.03717498,0.562938451,0.381958114,0.999998891,0.9995581,1,1,0.997928463,1,0.000110716
group_1383,0.113086416,0.09937934,0.000213758,5.59E-06,0.038505619,0.996746054,0.891947595,0.621764396,0.998719701,0.696922185,1,1,0.685085792,1,0.7640074
group_1384,1,0.001077055,0.040019891,0.220634513,0.940491232,0.999991792,0.98204422,0.95497543,0.999962305,0.997729388,1,1,0.997202914,1,2.97E-06
group_1388,0.939125689,0.999999998,0.585998734,0.810720079,1.58E-14,0.999868568,0.999732501,0.994216423,1,0.988652813,1,1,0.999580808,1,6.06E-30
group_139,0.712562887,0.998822361,0.029266643,0.000410735,0.998220464,1,0.844642695,0.916794974,0.639796799,0.999964384,1,1,0.998977481,1,0.012952245
group_1390,0.000982089,0.64790548,1.50E-05,0.001062737,0.106135997,0.002591449,0.997875786,0.114721298,0.998152263,0.126953836,1,1,0.00109072,1,1.36E-60
group_1392,0.987367711,0.93074318,0.237449636,0.021349693,0.973142919,0.000440678,0.992295239,0.193309233,0.993466535,0.241484106,1,1,0.035778877,1,6.69E-25
group_1395,0.287391608,0.159617738,1.19E-05,0.075760825,0.86901152,0.998091688,0.988518176,0.518444382,0.999999997,0.0464806,1,1,0.248252946,1,0.989645774
group_1398,0.002810655,0.004009969,6.51E-08,3.33E-11,0.727147236,0.999999945,0.962708571,0.298508203,0.999956655,0.986554896,1,1,0.999312526,1,4.06E-12
group_1399,0.91774516,0.805962801,0.001341228,0.000269206,0.974141171,0.999999813,0.795052062,0.548227808,0.859552069,0.012599914,1,1,0.798800685,1,0.085872276
group_14,0.958724009,0.108329332,0.000199047,7.57E-06,0.000187531,0.502060816,0.508873385,0.609164081,0.683058765,0.268738747,1,1,0.002778743,1,3.00E-09
group_1417,0.99821635,0.308585347,0.013101768,7.42E-05,0.597515807,0.985433533,0.817320619,0.063159987,0.999999999,0.45194993,1,1,0.182947827,1,0.999991501
group_1428,0.001399069,0.339739669,0.001081059,0.226488435,7.95E-14,0.117379134,0.998395843,0.873152883,0.999999995,0.736369114,1,1,0.212296969,1,1.44E-10
group_1431,0.982428215,0.040008613,0.000180111,3.67E-06,1.89E-17,0.999996048,0.915626316,0.089477887,0.302814557,0.269029774,1,1,6.10E-16,1,4.15E-39
group_1436,0.299151579,0.010238442,9.93E-07,4.76E-09,4.31E-53,0.999953906,0.50909845,0.001258261,0.99564291,0.25955501,1,1,0.998368687,1,8.65E-54
group_1437,0.999358312,0.000100814,2.32E-07,0.000130732,0.5181599,2.58E-17,0.824152365,0.617216402,0.999752208,0.819735152,1,1,0.229133028,1,6.95E-28
group_1438,0.94926403,0.012993317,1.11E-05,1.43E-05,0.004778296,0.997096682,0.983138685,0.368846286,0.994972339,0.956998996,1,1,0.635595771,1,0.915826207
group_1439,0.575361748,0.471898996,1.06E-09,1.17E-06,0.466947448,0.003656205,0.850667077,0.001003761,0.999613976,0.762527985,1,1,0.97846414,1,0.047798084
group_1441,0.787544022,0.634977383,8.36E-05,8.77E-07,1.44E-37,0.99999998,0.94827334,0.543783683,0.878533884,0.680026086,1,1,0.999972954,1,9.51E-47
group_1442,0.994647745,0.052481418,2.99E-06,2.03E-07,0.124405652,0.991705379,0.995955957,0.564892608,0.553428057,0.803173143,1,1,0.89343401,1,6.75E-48
group_1445,0.051372605,0.388232987,0.000266508,0.020110356,2.59E-15,0.001084296,0.986956274,0.146364117,0.835815414,0.8617394,1,1,0.881346892,1,1.08E-06
group_1447,0.513473829,0.113845345,1.05E-05,0.000123776,0.000693599,0.999999423,0.775675298,0.118100353,0.2120947,0.937737495,1,1,0.991336169,1,0.99583756
group_1448,0.861974475,0.877291938,0.805029841,0.958091727,0.999955124,0.190461939,0.982987578,0.640170111,0.999966423,0.974045193,1,1,0.977229553,1,1.80E-24
group_1449,0.999993119,0.067291261,0.001319498,0.000237229,0.973347671,0.999999997,0.89305519,0.058184052,0.999992124,0.588404264,1,1,0.3818148,1,3.11E-37
group_1450,0.695978314,0.99981619,0.987531999,0.888285717,0.999994243,0.999989513,0.983080882,0.987350146,0.999999988,0.98983199,1,1,0.596819472,1,0.694565701
group_1452,0.851519264,0.430450547,0.000932238,0.036333284,0.918053774,0.999993908,0.368174886,0.17536252,0.999999203,0.970108401,1,1,0.797458126,1,5.18E-05
group_1454,0.067764931,0.091333825,1.46E-05,5.98E-09,5.91E-16,0.991820653,0.956855786,0.236747923,1,0.946390614,1,1,0.994293457,1,3.20E-11
group_1456,0.687525892,0.018103765,6.43E-08,7.62E-05,0.749622817,0.999985795,0.895980413,0.005889712,0.999997793,0.937051476,1,1,0.995333435,1,2.07E-09
group_1459,0.047163869,0.010806545,7.96E-08,1.39E-09,0.080718545,0.852966592,0.961658472,0.002611748,0.999989893,0.063949626,1,1,0.916705304,1,0.000380718
group_1460,0.366517273,0.281656876,0.000284146,0.000291865,0.093949058,0.148155068,0.998524455,0.120535718,0.789754673,0.47854077,1,1,0.601237032,1,0.865919407
group_1461,0.919425494,0.89435208,0.240139321,0.103646957,0.975758504,0.999737411,0.963705724,0.66843976,0.999997067,0.138538427,1,1,0.999935564,1,1.53E-10
group_1463,0.997021508,0.635504905,0.169377907,0.329484652,4.31E-16,0.515534854,0.997799858,0.952872376,0.999729591,0.52665491,1,1,0.031823029,1,5.45E-19
group_1464,0.528562063,0.636171784,0.000139409,0.001133633,1.46E-08,0.985536141,0.998062177,0.213116667,0.999999191,0.232156798,1,1,0.51004764,1,9.14E-43
group_1465,0.801985662,2.70E-07,1.47E-14,4.81E-15,0.117536578,0.99984508,0.816035059,0.264948633,0.998868316,0.331404077,1,1,0.974927974,1,5.06E-68
group_1467,0.192777808,0.137545207,0.000216959,9.80E-07,0.066517949,0.004620682,0.69327538,0.001649667,0.978078464,0.018258617,1,1,0.986848035,1,4.92E-16
group_1468,0.964758064,0.461329397,0.012784085,1.50E-09,0.091328584,0.992176136,0.606003839,0.173698251,0.929437945,0.417340088,1,1,0.999485115,1,9.97E-07
group_1470,0.149252319,0.025853065,2.18E-08,7.08E-09,0.51378649,0.450869497,0.973174172,0.293386603,0.155473803,0.989364318,1,1,0.999572766,1,0.998154762
group_1471,0.864929705,8.52E-06,1.01E-12,5.10E-09,0.432028527,0.999359309,0.800354704,0.000821575,0.883772953,0.203006809,1,1,0.647628358,1,1.50E-08
group_1472,0.168293025,0.003937796,0.000144953,3.47E-06,0.145905542,0.980841345,0.343644793,0.014704182,0.921342425,0.277994946,1,1,0.99859361,1,2.81E-15
group_1473,0.859309333,5.66E-05,5.36E-07,2.63E-05,0.241639881,0.814296345,0.03715079,0.013751979,0.99428907,0.315192472,1,1,0.677597645,1,0.068417358
group_1474,0.549526322,0.999998287,0.557475541,0.859620519,0.929348814,0.998975927,0.999992218,0.491083229,0.697848571,0.999251823,1,1,0.999946104,1,1
group_1475,0.987316229,0.000300624,0.000770904,0.000257455,0.690872162,0.968701862,0.07284912,0.028013493,0.978137177,0.408525991,1,1,0.999999977,1,0.999404776
group_1477,0.945068589,0.991625163,0.190842199,0.731476998,0.001318736,0.003524272,0.922056084,0.708153415,0.999998098,0.980559875,1,1,0.888748774,1,0.0004209
group_148,0.069519059,0.000120369,5.15E-05,3.17E-07,0.008409962,0.004380474,0.886386691,0.611662391,0.999745557,0.312723815,1,1,0.035365565,1,2.61E-21
group_1480,0.017517609,0.544798145,0.028262986,0.677232855,0.937435098,0.995368373,0.964444042,0.823786823,0.999999997,0.007846147,1,1,0.120561894,1,0.000663163
group_1481,0.430356821,2.14E-06,6.28E-09,2.96E-10,0.077054734,0.912257851,0.401545284,0.000123748,0.921670404,0.742535154,1,1,0.814838757,1,0.391885562
group_1483,0.089816916,1.40E-06,1.05E-06,9.86E-15,1.57E-05,0.983003958,0.008249001,9.54E-05,0.999323875,0.9982242,1,1,0.98772101,1,0.000673707
group_1487,0.07662018,0.004163835,5.48E-09,6.81E-06,0.309820253,7.18E-44,0.976189411,3.41E-08,0.99997093,0.519285158,1,1,1.50E-10,1,0.72811211
group_1489,0.205966423,0.945554221,0.002008004,0.283240171,9.81E-07,0.999999982,0.920884602,0.328439621,0.999999998,0.986927566,1,1,0.996849243,1,1.62E-16
group_1492,0.545217037,0.065417772,0.011826242,0.086439672,0.888981583,0.97862463,0.909301454,0.199087434,0.999999885,0.829516192,1,1,0.409632748,1,0.999966497
group_1494,0.00295803,2.30E-44,0.000356874,0.00462216,2.52E-10,0.998456655,0.769285127,0.147033075,0.996394738,0.991551736,1,1,0.991705076,1,0.118361903
group_1496,0.972474675,1.39E-05,2.57E-07,7.32E-10,4.39E-45,8.50E-36,0.814824051,0.254939438,0.997962776,0.92881028,1,1,0.998915677,1,0.848793201
group_1499,0.981221509,0.247645825,8.07E-05,1.18E-07,0.026552056,1.44E-08,0.976958255,0.198680116,0.999997794,0.009695348,1,1,0.76349169,1,1.22E-38
group_15,0.971706209,0.213507622,1.58E-06,3.81E-05,0.615496187,0.982234341,0.26258789,0.146992604,0.999995973,0.952502516,1,1,0.992525964,1,0.004449727
group_150,0.999997387,0.999686625,0.000805992,0.968933014,0.994920219,0.999997518,0.999984341,0.944541429,0.978431898,0.999992829,1,1,0.999999986,1,0.074567654
group_151,0.861557782,0.000164023,0.000655597,0.000542237,0.506552095,0.933876814,0.269002877,0.000487964,0.809750236,0.6424759,1,1,0.000171178,1,0.938941672
group_1510,0.992222884,0.849987252,0.000282972,5.05E-08,0.313583218,1,0.994988748,0.332925895,0.896747541,0.882586349,1,1,0.999993863,1,2.74E-16
group_1511,0.01530026,0.03632656,0.000483061,0.037537039,0.830316556,0.595440398,0.920769266,0.978330133,0.999991306,0.218954042,1,1,0.023025174,1,0.949031151
group_1517,0.69813168,0.387031014,0.00011781,0.242248233,0.658156643,0.929324373,0.999998089,0.802247279,0.999901224,0.006513812,1,1,0.710838068,1,0.055407157
group_1518,0.952118548,0.331261135,4.89E-06,1.46E-06,0.019131893,0.947436883,0.960294917,0.164054433,0.999903866,0.284599966,1,1,0.419695445,1,0.681234138
group_1519,0.997949383,0.000151096,5.80E-12,0.000801357,3.56E-14,0.999965705,0.970658684,0.015962948,0.999998552,0.881964225,1,1,0.975782209,1,0.017786835
group_1520,0.996478264,0.00230235,2.00E-06,1.09E-06,0.038260427,0.799375041,0.993484648,0.536453326,0.150756674,0.569448457,1,1,0.137862052,1,2.41E-08
group_1521,0.535201342,5.90E-07,1.37E-09,9.00E-09,0.483438464,0.999999992,0.1641852,0.110548633,0.999999037,0.079550097,1,1,0.999999654,1,0.948358808
group_1522,0.365055095,1.46E-06,7.03E-09,1.93E-10,6.63E-57,0.999172254,0.287369338,0.000163776,0.921670807,0.048883319,1,1,0.825093185,1,8.34E-20
group_1526,0.937567357,0.004397254,7.28E-05,1.07E-05,0.038806388,0.779585958,0.998689887,0.877373336,0.892408245,0.979697255,1,1,0.046166952,1,0.781027023
group_1527,0.999999834,0.847199979,9.07E-07,0.00026772,0.648315852,0.997000505,0.857121783,0.59539976,0.999999997,0.999942054,1,1,0.995328048,1,0.001059365
group_1529,0.97615695,0.407063856,0.004193345,4.69E-06,0.276069645,1.51E-05,0.963182848,0.540603576,0.988832381,0.776926536,1,1,0.994918095,1,8.97E-09
group_1539,0.090812877,0.985819004,0.002407361,0.070056004,0.01134227,0.999219852,0.889845335,0.927781494,0.990616811,0.999987725,1,1,0.695483569,1,6.83E-23
group_1540,0.006892821,0.145991579,0.328703031,0.021551761,0.550148997,0.999913923,0.797991651,0.452113291,1,0.999635221,1,1,0.999976734,1,0.996642611
group_1542,0.029558423,0.197481864,0.007268729,0.162583668,0.993946054,0.999943931,0.784546707,0.213032888,0.999975102,0.078871593,1,1,0.798476322,1,0.004235919
group_1543,0.492870359,0.996531426,0.451184279,0.012209323,0.957535222,0.008873118,0.997750656,0.700173277,0.999593585,0.969786975,1,1,0.097219561,1,0.305147296
group_1544,0.935741256,0.972078241,0.914046351,0.171607988,0.582958205,0.053495403,0.980441651,0.682774244,0.999999997,0.397879721,1,1,0.423547609,1,0.69154204
group_1545,0.676061807,0.976486931,0.139818469,0.547397543,5.40E-06,0.997897365,0.900944338,0.010194505,0.999999999,0.959103208,1,1,0.998038855,1,0.999999997
group_1546,0.623588934,0.00585118,5.15E-08,7.64E-10,7.38E-17,0.999999103,0.814572168,0.000554437,0.943415163,0.886986978,1,1,0.999886093,1,6.90E-23
group_1547,0.183811814,0.772455383,0.54067964,0.776566836,0.996134365,0.999980996,0.568698725,0.995752106,0.999999521,0.968357029,1,1,0.305140706,1,1.65E-05
group_155,0.024832266,0.568861537,0.000987944,0.570863275,2.14E-65,0.998769251,0.999982118,0.990512173,0.999841269,0.109775968,1,1,0.99017693,1,1.37E-12
group_1556,0.022186169,0.608883961,0.004915794,0.278020642,0.001271823,0.930053637,0.994007835,0.586559038,1,0.939820045,1,1,0.96726911,1,7.95E-35
group_1561,0.539986836,8.58E-08,0.012109974,0.009249659,0.962245837,0.999989793,0.180589228,0.137069292,0.926692652,0.951807053,1,1,0.815389188,1,0.014279342
group_1564,0.982320025,5.50E-05,5.34E-05,0.000191996,0.00869985,0.999971885,0.714832422,0.141375106,0.999383288,0.643008536,1,1,6.01E-09,1,1.00E-05
group_1569,0.000114463,0.068648181,8.36E-05,9.68E-07,0.071519674,0.00771045,0.968066147,0.103670843,0.999938216,0.862019875,1,1,0.645894327,1,0.808368695
group_1571,0.449341036,0.003695344,1.75E-07,1.01E-08,0.078208518,0.92940036,0.997236492,0.947621762,0.99384733,0.619439023,1,1,0.970698802,1,0.03136509
group_1574,0.058654646,0.160169233,0.001841233,3.98E-05,0.429420553,0.999972769,0.998832471,0.459204501,1,0.971509837,1,1,0.999999997,1,1.11E-42
group_158,0.338177656,0.995875472,0.026773049,0.604672845,0.999796072,0.999999699,0.767911618,0.678559841,0.99991698,3.24E-05,1,1,0.005410547,1,1.26E-07
group_16,0.027166586,0.015191756,0.003936197,0.00325309,0.997886875,0.940087689,0.930475172,0.873999551,0.999037044,0.824228864,1,1,0.993202405,1,2.47E-25
group_1616,0.022990228,3.39E-06,0.000238673,5.09E-11,0.096590591,1.06E-09,0.748015567,0.016890814,0.857835217,0.999366268,1,1,0.925190964,1,0.23839898
group_162,0.604057343,0.130616891,1.09E-06,1.79E-06,1.76E-16,2.00E-38,0.658858931,0.499179476,0.994974415,0.944915091,1,1,0.564922938,1,0.008269556
group_1624,0.99947864,0.11387011,0.000112388,0.001464363,0.976543627,1,0.914754543,0.256539753,0.999999958,0.999443071,1,1,0.999999807,1,8.75E-32
group_1625,0.487492366,1.28E-12,4.33E-12,9.76E-12,0.311595197,0.759905796,0.37809162,0.050899061,0.758460176,0.205254802,1,1,0.502152993,1,2.86E-08
group_1627,0.033133609,0.005470437,9.65E-09,6.85E-12,0.089721936,0.949827536,0.97074129,0.010466302,0.991394419,0.619894696,1,1,0.606588841,1,3.83E-45
group_1629,0.156303546,0.894891073,0.005979437,0.037461477,0.414510602,0.601198812,0.995846506,0.576721541,0.999999994,0.373158529,1,1,0.999804572,1,1
