,OXA-RS,CIP-RS,LEV-RS,MXF-RS,GEN-RS,TET-RS,ERY-RS,SMZ-RS,CLI-RS,FOS-RS,VAN-RS,LNZ-RS,TEC-RS,DAP-RS,RIF-RS
group_4032,0.954953379,0.999759581,0.222714367,0.554232517,1.10E-08,0.999976325,0.990549173,0.730963308,0.99999981,0.990816351,1,1,0.696979181,1,3.04E-09
group_4033,0.010723793,0.00224725,0.000410238,4.92E-05,0.000234937,0.000489444,0.929231421,0.041631445,0.997583972,0.794041207,1,1,0.950394771,1,3.87E-11
group_4035,0.015728455,5.08E-05,1.39E-08,1.40E-09,0.004747575,0.9991284,0.733839653,0.004966628,0.999940906,0.995421396,1,1,0.732932824,1,0.038852419
group_4038,0.619066852,0.056686902,2.62E-06,0.005433414,0.855098354,0.986814401,0.794185248,0.19129152,0.999999564,0.04479194,1,1,3.12E-23,1,1.52E-40
group_404,0.999997495,0.02554718,6.27E-10,6.11E-16,0.362870663,1,0.859409249,0.004214464,0.998140073,0.977269239,1,1,0.99999082,1,6.86E-07
group_4041,0.739131589,0.044787878,0.000579865,5.31E-06,0.021969682,0.081375302,0.604484517,0.00485206,0.990501132,0.000108908,1,1,0.000454201,1,0.824327809
group_4042,0.99783718,0.000271956,5.94E-06,0.000121697,0.561778092,0.966380894,0.175031297,0.036483113,0.983405334,0.94347383,1,1,0.977482088,1,0.793749406
group_4044,0.434204626,0.006605738,7.53E-06,0.017158771,0.980536674,0.998883169,0.650739037,0.317261038,0.000349729,0.133504652,1,1,0.993225796,1,0.368558982
group_4046,0.064941142,0.319917831,1.62E-06,6.23E-05,0.146246992,0.99820807,0.744270509,0.982929834,0.502586283,0.168107063,1,1,0.004340519,1,0.004579569
group_4047,0.776845538,8.00E-05,1.69E-08,1.00E-07,0.01785765,0.998120435,0.759398361,0.062014657,0.037070292,0.003131407,1,1,0.090131641,1,0.024810526
group_4048,0.973386172,0.001632463,2.02E-08,0.000303911,0.915697839,0.525968637,0.963111744,0.264913771,0.999652436,0.994638169,1,1,0.016248814,1,0.000683319
group_405,0.075635838,0.945880567,0.001511255,0.048426509,0.881118199,0.999999958,0.999990164,0.627849553,0.956754426,0.489783364,1,1,0.182879829,1,0.359850301
group_4059,0.615021422,0.158260631,3.96E-05,0.172978725,0.647825698,0.994450092,0.707762388,0.771844801,0.825984632,0.318597716,1,1,0.99989579,1,0.068890843
group_406,0.03388457,0.367800627,0.005185579,0.004762999,0.000254312,0.999994899,0.999715515,0.7640135,0.999999033,0.014142652,1,1,0.796522028,1,0.022127855
group_4060,0.999443458,0.157613074,0.001280951,0.280271255,0.832432977,0.056088769,0.538369454,0.875288878,0.999982078,0.65143767,1,1,1.31E-17,1,0.000484411
group_4061,0.793529851,0.41647144,6.21E-05,0.000866029,0.105638541,0.090645882,0.999972953,0.997488798,0.984484447,0.603648698,1,1,1.36E-06,1,1.56E-05
group_4062,0.986681237,0.00226919,6.42E-06,0.008322522,0.811664841,0.948261354,0.995123769,0.794370308,0.997126019,0.05167272,1,1,0.000870605,1,9.58E-09
group_4063,0.999996648,9.84E-06,0.015042118,0.002787067,0.187296363,0.990206945,0.678592599,0.328834237,0.33925908,0.008223435,1,1,0.857014227,1,0.004193111
group_4064,0.999998981,0.840020992,0.011722751,0.437434908,2.33E-23,0.999998109,0.465759129,0.029598188,0.999257012,0.929577953,1,1,0.662851434,1,0.613933355
group_4065,0.974141486,0.999040488,0.502135471,0.810143571,7.52E-16,0.89130653,0.969809648,0.347960439,0.999959588,0.910814367,1,1,0.0008571,1,1.48E-08
group_4066,0.689082814,0.005535854,4.86E-07,3.04E-07,5.60E-26,0.996651432,0.878846935,0.674698451,0.999656619,0.01033835,1,1,0.008981067,1,0.9999991
group_4067,0.823472506,0.858072207,0.369234324,0.777811008,0.760444839,0.844120253,0.982083886,0.988328935,0.999695434,0.008950818,1,1,0.02941812,1,6.71E-16
group_4068,0.973437886,0.414354444,0.116560708,0.001131635,0.778900881,0.992686557,0.999834916,0.431098739,0.905665002,0.7438265,1,1,2.83E-06,1,3.35E-17
group_4069,0.000723249,0.047696665,0.00069781,0.027669655,0.923724098,0.059066642,0.976724589,0.470529777,0.91577611,0.776285054,1,1,1.02E-07,1,0.998522417
group_41,0.612178133,0.005089155,0.001862827,5.27E-07,0.218269547,0.638723663,0.162392814,0.525469511,0.809082576,5.51E-06,1,1,0.812658437,1,0.999613034
group_419,0.000989279,0.822141962,2.71E-08,0.000510792,0.343801919,0.985065091,0.981798211,0.289387318,0.998990026,0.773455648,1,1,0.225068455,1,3.35E-10
group_424,0.806987078,0.085567116,0.000133292,1.27E-08,1.09E-47,0.999999925,0.550108871,0.179738469,0.99999746,0.617835911,1,1,1.30E-19,1,4.30E-06
group_426,0.984588194,0.583645965,0.000169887,0.005838722,6.51E-09,0.999999936,0.924435023,0.471145522,0.80591297,0.720197729,1,1,0.979950311,1,2.39E-19
group_436,0.11036317,5.24E-06,1.48E-09,3.89E-06,0.999191868,0.993914345,0.865359957,0.257792899,0.999999219,0.998493967,1,1,0.987184713,1,1
group_437,0.929054949,0.000666118,4.33E-07,4.66E-07,1.26E-42,0.99645286,0.663495491,0.03359886,0.999999886,0.999988619,1,1,0.996144368,1,1
group_446,0.552706184,0.414614992,0.004306241,3.78E-05,0.988345725,0.999998456,0.367044257,5.94E-05,0.999992489,0.717084485,1,1,0.80993009,1,1.11E-05
group_452,0.268733407,0.145738081,0.125363188,1.53E-05,0.2019061,1,0.991920735,0.079575833,0.02369378,0.525535697,1,1,0.548014031,1,4.32E-41
group_458,0.00301249,0.494290956,0.001154694,0.176563338,0.715102162,0.921981667,0.999755573,0.814897068,0.999971861,0.913004143,1,1,0.490542326,1,0.944385248
group_46,0.999980725,0.893817997,0.147749342,0.660041894,0.393165505,0.58983742,0.998368781,0.651853754,0.573273107,0.030202552,1,1,0.999999756,1,0.001995808
group_467,0.619712825,0.044185906,5.43E-05,8.73E-11,0.092848505,0.9988703,0.686390239,0.040960744,0.99637412,0.764254329,1,1,0.490777361,1,6.30E-08
group_47,0.629876997,0.880523322,0.051575245,0.103826214,0.00013648,1.88E-06,0.826033553,0.894474075,0.999872973,0.025153209,1,1,0.38660615,1,0.001090351
group_474,0.624053355,0.000111838,3.94E-08,2.48E-07,0.00781116,0.998596898,0.401965906,2.27E-10,0.999999011,0.753200678,1,1,0.998892588,1,1.16E-52
group_478,0.00935766,0.361407068,0.000593218,0.003910568,0.92054145,0.995023626,0.999652121,0.646508246,0.537584275,0.998878769,1,1,0.941845927,1,8.59E-42
group_490,0.975133094,0.000426558,2.35E-09,1.26E-11,0.44540192,0.952908448,0.581585387,0.005546225,0.998778255,0.843716053,1,1,0.977083489,1,0.00282696
group_495,0.293706085,0.176418696,8.28E-05,0.001178898,0.65229155,3.57E-10,0.972665202,0.05682721,0.999962384,0.07568914,1,1,0.315788247,1,1.15E-30
group_496,0.56096036,0.259662476,0.008549822,0.039756479,0.119638492,0.99784294,0.862806075,0.45106812,1,0.991773644,1,1,0.935235283,1,0.999999481
group_498,0.593967605,0.000162539,5.61E-09,1.13E-06,0.012560703,0.999993882,0.368619827,0.020492713,0.997472619,0.298253637,1,1,0.997975957,1,0.10347995
group_50,0.024397926,0.726038065,0.032508989,0.920473446,0.996961586,0.999901502,0.966712037,0.984083107,0.99999998,0.637123926,1,1,0.968634661,1,7.43E-10
group_500,0.687237359,0.018069848,5.20E-05,1.04E-07,2.75E-05,0.999681663,0.960730516,0.062568943,0.984070965,0.394137002,1,1,0.548975932,1,4.47E-06
group_501,0.743801247,0.002951927,1.61E-07,4.47E-09,6.39E-19,0.999995783,0.999315845,0.157854742,1,0.999653756,1,1,0.998673636,1,0.99999471
group_502,0.735544665,1.09E-11,1.93E-10,3.89E-12,0.523897226,0.999984658,0.381537588,4.64E-06,0.000355943,0.989903951,1,1,0.84412404,1,4.55E-31
group_504,0.971127847,0.758409,0.061885053,0.004315629,1.46E-18,0.915788752,0.991413163,0.125099634,0.999999996,0.014313264,1,1,0.989960101,1,1.34E-14
group_506,0.928610844,0.000227143,0.091594422,0.286266493,3.33E-23,0.000914254,0.997367867,0.004466443,0.999372949,0.999999375,1,1,0.940240289,1,0.999998742
group_508,0.00892934,0.871066652,0.000921574,0.478610761,0.996221542,0.999999993,0.976254094,0.528505675,0.999999999,0.997208314,1,1,0.999997616,1,0.205571599
group_509,0.992653734,0.961120541,0.01046382,0.101414483,0.234110316,0.993113685,0.871789427,0.20346968,0.982861008,0.999999992,1,1,1,1,0.879606296
group_510,0.160364817,0.003358614,0.000225202,1.17E-06,4.40E-05,0.404242469,0.791101109,0.535123143,0.159760377,0.999997932,1,1,0.155170549,1,3.24E-38
group_511,0.170319541,0.002380062,2.48E-06,9.74E-09,0.088621767,0.931860179,0.998948812,0.06519577,0.999997377,0.388975042,1,1,0.79681979,1,1.86E-15
group_512,0.314420052,0.061944939,0.029602761,0.033803012,0.858867758,0.993880774,0.99788837,0.941212667,0.284003553,0.999434751,1,1,0.46891381,1,1.57E-68
group_513,0.952699014,0.980763892,0.093529652,0.014884319,0.672664402,0.999676943,0.996210548,0.186320203,0.999999968,0.668566202,1,1,1.17E-09,1,1
group_517,1.91E-05,0.451221333,0.35362107,0.028708147,0.896756242,0.202145809,0.653478176,0.923995663,0.999991977,0.999601292,1,1,0.999999995,1,3.10E-13
group_518,0.383081715,0.009082342,0.009906459,3.88E-08,0.003964934,0.547593743,0.990415451,0.833869572,0.954115708,0.043319557,1,1,2.83E-07,1,0.239022439
group_519,0.080581201,0.018207399,4.22E-06,4.99E-05,0.824684881,0.351179554,0.786233646,0.03413331,0.961720655,0.660569198,1,1,0.015405109,1,1.21E-48
group_520,0.99250738,0.067061902,0.000607315,0.000104356,0.107820017,0.004153148,0.573844605,0.78191163,0.958508647,0.974437344,1,1,0.32362376,1,0.006995438
group_521,0.014916026,0.002307745,0.000958832,0.000229271,0.199346827,0.995617503,0.960334856,0.142907,0.765668583,0.133421804,1,1,0.863004145,1,6.38E-14
group_523,0.606073801,0.012476691,1.71E-08,0.01494711,0.996829435,0.983694291,0.555801186,0.286936592,0.999998119,0.011176688,1,1,0.813816419,1,5.62E-08
group_524,0.999999907,8.32E-06,3.82E-06,6.64E-05,0.776144076,0.722834715,0.747355643,0.899218062,0.999964129,0.983454041,1,1,0.57673845,1,0.943891034
group_525,0.493335745,0.033679316,5.68E-06,0.001732878,0.386202043,0.992204842,0.863634975,0.387410283,0.996204672,0.240058738,1,1,0.72409376,1,8.33E-14
group_526,0.776757524,0.278680247,0.003883816,1.26E-10,0.036824927,0.98409198,0.877293681,0.026905306,0.978241514,0.977265165,1,1,0.239351343,1,1.25E-11
group_528,0.914667987,8.29E-10,3.11E-16,4.20E-09,0.360519707,0.861369818,0.143955352,0.054570258,0.562436537,0.286352091,1,1,0.998366995,1,0.019078726
group_529,0.999886618,9.28E-07,2.04E-09,1.50E-08,0.44691506,0.999767913,0.958499871,0.160409701,0.996012359,0.99742003,1,1,0.959511752,1,0.668443822
group_53,0.095746976,0.042502526,0.000341247,0.007112518,0.001473041,0.001023,0.909759282,0.472565946,0.999994623,0.799264696,1,1,0.975781177,1,0.000785473
group_530,0.093368109,0.084296485,0.00037317,1.95E-06,0.001887048,0.990003653,0.978852132,0.062493995,0.807032858,0.64796959,1,1,0.86465821,1,1.06E-24
group_531,0.998800148,0.563178409,0.017090169,0.000961465,8.45E-49,0.095744612,0.382609046,0.981047645,0.263691768,0.797791642,1,1,0.401872893,1,0.729925789
group_534,0.866550607,0.001968223,0.002132586,0.000120003,0.689409116,1.97E-06,0.855266062,0.019832894,0.999999646,0.320960409,1,1,0.991014764,1,0.329814782
group_535,0.380646336,0.078363786,2.24E-07,4.63E-06,0.15706336,0.999269684,0.545155698,0.149794675,0.999999857,0.081023512,1,1,0.220941914,1,0.084303466
group_536,0.912035338,0.073976739,4.07E-05,0.000352313,0.003289712,0.989888291,0.5605729,0.078287248,0.999994728,0.745610502,1,1,0.858198715,1,0.999990126
group_537,0.119736726,0.305767363,0.000409391,0.006451618,0.245413278,0.941143843,0.959447984,0.546215781,0.056626452,0.656506074,1,1,0.001665725,1,2.25E-05
group_538,0.829116211,0.017072706,0.014046341,0.063664125,0.991217436,1,0.821520537,0.359475113,0.789881829,0.769715887,1,1,0.999085176,1,0.029743875
group_541,0.980710497,0.852815323,0.036669559,0.630247287,0.999988071,0.999997102,0.991784325,5.59E-05,1,0.999999999,1,1,0.996055913,1,3.56E-08
group_542,0.087803481,0.093298989,0.003173448,3.51E-06,0.001101066,0.793221018,0.82357465,0.938585191,0.112675878,0.045410071,1,1,0.027373664,1,8.93E-23
group_543,0.427700428,0.164166727,0.003686759,3.84E-05,0.068632397,0.641907973,0.451997654,0.565319777,0.279901531,0.558622773,1,1,0.753584819,1,0.238208975
group_550,0.979478647,0.883625828,0.014356626,0.50116415,0.999651581,0.999725747,0.958346062,0.860578153,1,0.926035441,1,1,0.789477021,1,1.19E-43
group_551,0.883864006,0.000210261,8.15E-12,0.000829077,0.796311614,0.99954148,0.114002762,0.035878771,0.000628142,0.994364107,1,1,0.914683101,1,0.999993705
group_555,0.989456194,0.10005653,0.005658879,0.001096482,0.640539928,0.998955218,0.347859995,0.507780766,0.999979074,0.876132696,1,1,0.999986967,1,2.39E-19
group_556,0.289403831,0.094709876,1.37E-05,0.003075206,1.99E-49,0.99952122,0.987001027,0.278573471,0.999999908,0.98311807,1,1,0.998105838,1,0.027390553
group_558,0.037719043,0.000270746,0.005956974,0.073273332,0.998679269,0.998396822,0.061817818,0.858896803,0.990907764,0.997129322,1,1,0.98158949,1,0.999929458
group_559,0.002167711,0.123562301,4.29E-07,0.034453247,0.005600577,0.056967144,0.934707347,0.339957053,1,0.999739375,1,1,0.950997726,1,1.56E-06
group_562,0.943073363,0.947321605,0.092065444,0.268494024,7.83E-51,0.999999885,0.971351628,0.942108962,0.993269336,0.535229131,1,1,0.00671979,1,2.73E-22
group_563,0.625116577,7.06E-06,1.20E-05,3.25E-09,8.77E-05,0.735001337,0.402692195,0.018362132,0.340315406,0.667094889,1,1,0.127746365,1,5.41E-15
group_564,0.26888636,0.404757351,0.008055043,0.001297932,0.632901858,0.984831341,0.792213947,1.19E-08,0.999694156,0.993617726,1,1,0.048239401,1,0.448072854
group_565,0.977081171,8.13E-05,3.96E-06,5.10E-07,0.084337419,2.30E-14,0.840508269,0.514565957,0.999999999,0.004341894,1,1,0.622569138,1,1.76E-40
group_570,0.099408485,0.086460136,3.02E-05,0.000386397,0.933239617,0.99999998,0.914084091,0.923391401,0.999951923,0.904879402,1,1,1,1,0.995122429
group_572,0.325212512,0.074622015,0.000344232,4.41E-08,0.002951467,0.976148576,0.60829661,0.001990207,0.999999938,0.384680029,1,1,0.704251874,1,7.10E-07
group_576,0.230598678,0.995945565,0.447222452,0.770083885,0.356707304,0.991719859,0.989599969,0.525882291,0.999988658,0.999915942,1,1,0.971539719,1,0.847008542
group_577,0.083560627,0.248270939,5.67E-06,0.000588943,0.596323467,0.998046559,0.639672104,0.058128734,0.762893032,0.976553886,1,1,1.54E-14,1,0.999253158
group_579,0.273943144,0.992271015,0.45235092,0.146997599,0.001827574,0.981823672,0.999989676,0.533038005,1,0.709623461,1,1,3.00E-06,1,0.009478306
group_581,0.826411113,0.188097969,0.000109978,0.077567572,2.22E-16,0.995438187,0.82015667,0.444603029,0.999999999,0.53491336,1,1,0.238140854,1,0.085969942
group_582,0.018044187,0.018117852,4.57E-05,0.033595705,7.74E-05,1.27E-53,0.999211052,0.227685766,0.999753792,0.999995867,1,1,0.849586432,1,0.999999999
group_584,0.163525232,0.958197313,0.023944002,0.722136962,0.992400698,0.999606073,0.99529089,0.80205996,0.000272213,0.983095708,1,1,0.04620172,1,1.68E-07
group_588,0.522904147,0.49764809,0.002620649,2.57E-10,0.519426416,0.999689751,0.997830272,0.02121546,0.999999863,0.147122259,1,1,0.224218554,1,8.73E-07
group_589,0.0012099,4.78E-06,1.72E-10,1.22E-17,0.019071013,0.854504456,0.961172861,0.029889793,0.83865289,0.614949972,1,1,0.030523866,1,1.02E-05
group_590,0.001096516,0.004726941,0.006916599,0.006315082,3.38E-07,0.999547902,0.640952227,0.971772029,0.997974168,0.969135877,1,1,0.777614974,1,0.046659603
group_591,0.883589861,0.999993712,0.357406261,0.975445199,1.36E-30,0.999986779,0.99808525,0.945298007,0.999809181,0.910964439,1,1,0.998712622,1,0.000529042
group_6,0.978761936,0.136196921,6.85E-05,0.002016126,0.997106949,0.844758427,0.725762481,0.003814496,0.999036275,0.950557617,1,1,0.003647921,1,1.80E-21
group_605,0.987307132,4.20E-10,0.000189439,0.000140563,0.266032262,0.698730089,0.735288634,0.003154025,0.940624604,0.517241132,1,1,0.584931009,1,0.000702455
group_612,0.929304823,0.009155958,6.41E-05,5.11E-05,0.598001486,0.92828395,0.103002399,0.106294283,0.340969244,0.980474438,1,1,0.899920954,1,0.999999877
group_614,0.032242144,0.007926028,0.00057994,6.37E-09,0.003583267,0.793485189,0.944715039,0.601688537,0.040892509,0.000947496,1,1,0.158256159,1,2.24E-08
group_615,0.000636633,0.006507599,8.89E-05,2.75E-07,0.942687938,0.997282875,0.582037351,0.317829125,0.996946661,0.17621084,1,1,0.985180152,1,2.20E-23
group_620,0.998611609,0.001006975,2.90E-07,4.73E-06,0.659846264,0.999311786,0.755977817,0.012627545,0.495981029,0.987879697,1,1,0.981436967,1,0.161815992
group_622,0.774754211,0.0746022,0.001104549,2.33E-10,0.001210933,0.890831774,0.905422368,0.693676788,0.280017483,0.128186186,1,1,0.029522212,1,0.049283217
group_623,0.782777033,0.552878822,0.023459012,0.004198234,0.203550227,0.983817238,0.226587748,0.956960891,0.980730848,0.989635344,1,1,0.013124216,1,0.999999194
group_627,0.580273216,0.924671455,0.029482865,0.758629368,0.999975288,0.999999848,0.873193926,0.627421979,1,0.346877772,1,1,0.912708763,1,2.11E-08
group_628,0.044290842,0.065055613,2.73E-05,0.00081578,0.869241477,0.999958276,0.472509345,0.018137282,0.999881889,0.486126691,1,1,0.647412674,1,5.38E-11
group_629,0.230840093,0.011415597,1.76E-06,4.49E-05,0.780121009,0.99996267,0.53878085,0.05081869,0.999998816,0.88555789,1,1,0.787428144,1,0.002640203
group_631,0.066101034,0.012009085,8.66E-07,9.72E-06,0.140249343,0.000125311,0.950823472,0.512803954,0.999999855,0.184064664,1,1,0.851506712,1,0.814617483
group_633,0.962799965,0.73689571,3.27E-05,0.162173822,0.114139657,0.99993575,0.996725664,0.614818273,0.991155781,0.750882317,1,1,0.185379242,1,2.03E-35
group_635,0.796691482,0.93389143,2.96E-05,0.097063684,0.000476561,0.985012,0.999934991,0.039616207,1,0.999797754,1,1,0.144141005,1,2.33E-13
group_636,0.837819495,0.999908425,0.567606724,0.009157054,0.302369819,0.996109663,0.997893133,0.832908734,0.999993886,0.849906505,1,1,0.00711593,1,0.000166234
group_640,0.264582269,0.884737149,0.052632361,0.007402726,0.902432004,1,0.984252444,0.915086089,0.999900658,0.996325309,1,1,0.640222253,1,7.75E-05
group_642,0.034520024,0.351465898,0.040178515,0.001466308,0.004050037,0.999999726,0.999246647,0.989198483,0.999998967,0.356466319,1,1,0.811798175,1,3.41E-07
group_643,0.000268418,5.20E-06,1.38E-08,1.34E-07,0.004444222,0.999978386,0.912300604,0.282767827,0.999999663,0.534307627,1,1,0.789506449,1,1.98E-05
group_644,0.479035117,0.190983118,0.022910066,0.000360494,4.05E-21,0.000199231,0.962166174,0.01121242,0.9965031,0.998062046,1,1,0.733428152,1,0.998834721
group_645,0.71503807,0.006444389,7.02E-07,0.000330829,0.032216355,0.864966953,0.880530578,0.425871793,0.996071252,0.565833315,1,1,2.59E-05,1,0.999985481
group_646,0.485972837,0.222874617,0.005397835,4.22E-05,0.332448369,0.961122859,0.548437176,0.734093611,0.999999899,0.998091956,1,1,0.985550679,1,0.999995928
group_648,0.073379544,0.981692982,0.055228923,0.000158623,0.025621124,0.992032489,0.999997952,0.778394301,0.999791138,0.95752192,1,1,0.999999979,1,1.19E-39
group_650,0.358328359,0.171437024,0.01346842,0.03340893,9.92E-47,0.999999998,0.660158052,0.912955279,0.999732365,0.799434913,1,1,0.999115877,1,0.020976232
group_651,0.664840403,5.87E-08,2.04E-12,1.43E-08,0.978757981,0.999829457,0.496150506,0.161085612,0.996362367,0.31512994,1,1,0.414885519,1,0.987291634
group_654,0.999945841,0.000857058,9.16E-06,8.48E-05,0.955165868,0.827743397,0.743406926,2.99E-05,0.398431876,0.647527601,1,1,0.867642882,1,0.992774822
group_660,0.458633055,7.92E-06,5.38E-07,7.13E-07,1.38E-11,0.996671489,0.502142786,0.167412374,0.988862626,0.591611324,1,1,0.994692729,1,0.573952308
group_669,0.269661577,0.993094014,0.088758402,0.42629423,4.33E-07,0.99999137,0.960846203,0.123111982,0.946160125,0.994667572,1,1,0.999808324,1,1.02E-51
group_670,0.63696774,0.128097986,2.78E-05,0.002328436,0.58622926,0.999996687,0.578360342,0.030788466,0.823320004,0.407195955,1,1,0.9978289,1,7.04E-15
group_671,0.000341902,0.936126441,3.04E-06,0.299648607,0.67358262,0.91609851,0.999495843,0.795738157,0.999953469,0.584692738,1,1,0.524232991,1,0.999876684
group_672,0.217651361,0.008201925,4.51E-06,0.000113086,0.000498031,3.54E-12,0.98844123,0.016370681,0.996606967,0.993409669,1,1,0.008385391,1,0.873478607
group_673,0.8300792,5.52E-08,4.56E-09,1.55E-06,0.011112174,0.958043868,0.091788135,0.000987197,0.984945718,0.17902082,1,1,0.263320357,1,0.161883816
group_676,0.846661158,0.088249191,0.006228282,0.010272724,0.146059109,0.580191965,0.971069201,0.240904149,0.999999933,0.999999832,1,1,0.69222347,1,5.85E-40
group_677,0.070445602,0.994860385,0.395883997,0.622462405,0.97338482,0.412132075,0.934468893,0.759392899,0.999998731,0.205034909,1,1,0.480831339,1,1
group_684,0.600743062,0.292281655,0.002263956,0.000315678,7.70E-09,0.9804262,0.976221806,0.724646662,0.995802114,0.277024411,1,1,0.503904323,1,7.95E-51
group_688,0.909116375,0.000925224,3.22E-07,4.37E-10,0.098317732,0.997456361,0.3695662,0.027769221,0.698107808,0.877040278,1,1,0.753644023,1,2.97E-08
group_690,0.756952536,0.218833395,8.02E-06,0.183973713,2.26E-12,0.996539707,0.737759038,0.513656544,0.923323671,0.6398396,1,1,0.031788211,1,4.67E-31
group_692,0.025720658,0.238898399,2.40E-05,0.054773303,0.999780318,0.999999988,0.998894385,0.528491279,0.998621874,0.002523782,1,1,0.999999866,1,0.290429801
group_695,0.131063222,0.94675955,0.001659325,0.002997808,6.12E-16,0.005452637,0.99984561,0.554260451,0.842670127,0.841267868,1,1,0.995916363,1,1.78E-32
group_699,0.365081853,0.910633961,0.025051253,0.010962319,0.041112841,0.986873827,0.92124566,0.080910643,0.999999836,0.973121337,1,1,0.999982572,1,0.999985658
group_7,0.999996825,1.55E-05,0.092715863,0.084035442,0.999914778,0.943889741,0.998348656,0.326799466,0.044183144,0.322135967,1,1,0.117575208,1,2.15E-05
group_701,0.005979866,0.369013841,5.80E-05,0.028204516,6.41E-22,0.998288443,0.905026729,0.205565857,1,0.388296465,1,1,0.143700232,1,8.23E-15
group_702,0.702320166,0.859135043,0.012183717,0.000537057,3.59E-13,0.365114949,0.941888413,0.000961511,0.999999454,0.686521508,1,1,0.999976852,1,3.29E-19
group_705,0.311037236,0.635196715,0.00784897,0.031682801,0.967532566,0.99720747,0.770959107,0.378723018,0.999999964,0.972384123,1,1,0.999966484,1,0.996553254
group_706,0.810447841,0.060010423,1.19E-06,0.001980059,0.982647031,1.02E-05,0.972044507,0.002503591,0.99972847,0.199919558,1,1,0.914358643,1,9.68E-21
group_707,0.999955389,0.761940355,0.000649158,0.132214752,0.997401169,0.999999999,0.835960791,0.761785659,0.778065339,0.983676909,1,1,0.999993113,1,0.993783174
group_71,0.754123427,4.07E-05,1.49E-06,1.46E-07,0.016482585,0.997188134,0.890452817,0.044926853,1,0.736550762,1,1,0.930850945,1,0.000211778
group_710,0.801662238,0.817000326,0.000329427,0.109607331,0.894966109,1,0.925305199,0.243329214,0.83107291,0.482161072,1,1,3.52E-06,1,4.37E-08
group_714,0.000278455,0.007207745,0.003652447,0.792698827,0.860808456,0.723673533,0.677389351,0.973698243,1,0.630072189,1,1,0.603754685,1,1.35E-05
group_719,0.011147252,0.279994466,1.31E-05,0.000464927,0.98105729,0.990035724,0.932891483,0.678496922,0.931261986,0.776217864,1,1,0.173783331,1,0.085772864
group_72,0.25618737,0.028200791,2.74E-05,0.041280556,1.91E-14,0.986313682,0.992268535,0.829886568,0.999927759,0.066616632,1,1,0.32335012,1,0.999993988
group_722,0.269511153,0.003330872,1.54E-12,7.97E-09,0.005485256,0.000619546,0.859618269,0.182988851,0.073416134,0.803856427,1,1,0.718236068,1,0.008230313
group_723,0.142855342,0.617346286,6.36E-05,7.22E-05,0.509569386,0.001452988,0.994733634,0.834004459,0.999945726,0.610802778,1,1,0.569655495,1,0.224930289
group_724,0.218259261,0.002577498,1.40E-07,1.90E-07,0.60639485,0.923437321,0.9983701,0.765406812,0.621176524,0.003372566,1,1,0.727998546,1,0.193032093
group_727,0.960755351,0.562773763,0.000353008,1.34E-07,0.229698626,0.206135441,0.852968008,0.140969729,0.999999502,0.936912904,1,1,0.713580481,1,5.65E-43
group_728,0.415531707,0.610949353,0.015426178,0.002159553,0.018072568,0.932266432,0.431134167,0.754841299,0.999999946,0.879881459,1,1,0.973163588,1,0.324404548
group_731,0.703682741,1.77E-06,7.73E-06,2.78E-09,0.082659758,0.904720098,0.693614645,5.80E-10,0.912980576,0.999888631,1,1,0.998050779,1,0.998962513
group_732,0.091928907,0.249834152,0.030534039,0.24984358,0.014452492,0.094295269,0.973627428,0.586266052,0.999999994,0.876545939,1,1,0.051380637,1,4.86E-15
group_733,0.708746423,0.019500333,0.001796716,0.041999084,0.753428298,9.75E-09,0.342738133,0.004849046,0.146324819,0.540164214,1,1,0.025216963,1,0.999890187
group_735,0.017240154,6.86E-23,0.000176917,0.000594475,0.735369308,0.790188277,0.454300755,0.202014507,0.728590108,0.136862505,1,1,0.05046842,1,0.006225834
group_740,0.904574107,0.226845206,0.008361843,2.95E-06,0.000250845,0.813625825,0.435771125,0.857707557,0.822398872,0.825432308,1,1,0.48646677,1,8.62E-22
group_741,0.575936917,0.008612168,0.000228682,4.42E-08,8.50E-60,0.329723276,0.635468859,0.422659939,0.685315835,0.800379144,1,1,0.108824771,1,3.35E-23
group_743,0.012590933,0.043749776,9.00E-07,4.87E-14,1.09E-57,3.94E-46,0.896441172,0.000873181,0.559681816,0.006133184,1,1,0.578747388,1,9.36E-34
group_744,0.092977378,0.013565948,1.63E-09,0.000197551,0.293458094,0.994867832,0.984935547,0.886700098,0.999999145,0.753434886,1,1,0.113573942,1,7.14E-06
group_746,0.997385808,0.93922751,0.003935337,0.385442069,1.74E-10,0.999999798,0.636820071,0.422530779,0.999999997,0.999999119,1,1,0.999977922,1,0.997951925
group_747,0.064820637,1.23E-72,4.39E-08,1.00E-12,0.003485332,0.995148262,0.089984862,0.013041286,0.713779415,0.390422827,1,1,0.830793011,1,0.095137847
group_748,0.999560082,0.75131395,0.00320684,0.088298171,0.976431283,1,0.809664169,0.601141208,0.999943159,0.020499827,1,1,0.999994046,1,2.75E-05
group_749,0.872655364,0.350989592,2.74E-05,7.89E-05,0.355920777,0.003257074,0.659665741,0.257174869,0.999729632,0.905493284,1,1,0.717777264,1,3.22E-16
group_750,0.999803487,0.691680561,7.55E-07,0.000219413,0.000102346,5.99E-35,0.995422333,0.020196509,0.999999998,0.999998629,1,1,0.30756237,1,0.025735081
